wav	flux
0.5602	0.026118136
0.5614	0.036543093
0.5626	0.035769985
0.5638	0.0364814
0.565	0.04196881400000001
0.5662	0.034079699
0.5674	0.040164008
0.5686	0.039421833999999996
0.5698	0.04114632
0.571	0.042918704
0.5722	0.042901374000000006
0.5734	0.049656128
0.5746	0.046647750999999994
0.5758	0.042196328
0.577	0.042745225
0.5782	0.04578486
0.5794	0.049897172999999996
0.5806	0.05064027
0.5818	0.046390876
0.583	0.053208115
0.5842	0.05167261
0.5854	0.047210718
0.5866	0.036418738
0.5878	0.04456494
0.589	0.027563605
0.5902	0.034723517999999995
0.5914	0.044022614
0.5926	0.044681225
0.5938	0.04810053
0.595	0.047588508
0.5962	0.046681717000000005
0.5974	0.048873575
0.5986	0.051813002000000004
0.5998	0.052777511
0.601	0.050831092
0.6022	0.052545808
0.6034	0.056682537000000005
0.6046	0.056503938
0.6058	0.057124479000000006
0.607	0.058934039
0.6082	0.054654695999999996
0.6094	0.055519439000000004
0.6106	0.05290264099999999
0.6118	0.053663119
0.613	0.04710843
0.6142	0.056050435999999995
0.6154	0.054452873
0.6166	0.036509288
0.6178	0.04754721
0.619	0.050962762
0.6202	0.047643547
0.6214	0.041728417999999996
0.6226	0.046005792999999996
0.6238	0.043340631
0.625	0.040756645
0.6262	0.038005984
0.6274	0.04389024
0.6286	0.053656317
0.6298	0.055584815
0.631	0.049536722000000005
0.6322	0.059269947
0.6334	0.060333530999999996
0.6346	0.060358213
0.6358	0.05803975
0.637	0.058673855
0.6382	0.051985446
0.6394	0.055650693
0.6406	0.05419659
0.6418	0.060206147
0.643	0.06359300700000001
0.6442	0.056919905
0.6454	0.057356977
0.6466	0.058679265
0.6478	0.060098454
0.649	0.057132362
0.6502	0.052413892999999996
0.6514	0.061441355999999996
0.6526	0.064635238
0.6538	0.069467877
0.655	0.05487546
0.6562	0.060449613
0.6574	0.061825628
0.6586	0.071907521
0.6598	0.071514783
0.661	0.071561955
0.6622	0.074714216
0.6634	0.071394296
0.6646	0.06973713200000001
0.6658	0.070139421
0.667	0.070126934
0.6682	0.06546588099999999
0.6694	0.06309166599999999
0.6706	0.066606048
0.6718	0.059920065
0.673	0.06522959
0.6742	0.065539536
0.6754	0.053418621
0.6766	0.063195431
0.6778	0.069776372
0.679	0.065968647
0.6802	0.066783896
0.6814	0.0651832
0.6826	0.068963894
0.6838	0.071548653
0.685	0.074564605
0.6862	0.06981994400000001
0.6874	0.072471899
0.6886	0.067091996
0.6898	0.068161455
0.691	0.078455627
0.6922	0.073181445
0.6934	0.075173957
0.6946	0.074545524
0.6958	0.08193418200000001
0.697	0.081935781
0.6982	0.081180292
0.6994	0.08450995900000001
0.7006	0.08760808
0.7018	0.079389568
0.703	0.08682648800000001
0.7042	0.09525682699999999
0.7054	0.085628347
0.7066	0.07819491099999999
0.7078	0.074345435
0.709	0.075596543
0.7102	0.078256305
0.7114	0.071370562
0.7126	0.0722288
0.7138	0.066163586
0.715	0.059933152
0.7162	0.078257479
0.7174	0.068021137
0.7186	0.073799259
0.7198	0.07849713
0.721	0.06674257900000001
0.7222	0.08733846
0.7234	0.086799364
0.7246	0.08970300699999999
0.7258	0.09304957300000001
0.727	0.09042333699999999
0.7282	0.098333034
0.7294	0.10040815
0.7306	0.09275628400000001
0.7318	0.10369052
0.733	0.093261038
0.7342	0.10169351
0.7354	0.09550714199999999
0.7366	0.10159005
0.7378	0.10823727
0.739	0.10741686
0.7402	0.10688847
0.7414	0.10768195
0.7426	0.10898475
0.7438	0.1096997
0.745	0.10783536
0.7462	0.1082737
0.7474	0.10634592
0.7486	0.11364931
0.7498	0.11373566
0.751	0.11504819
0.7522	0.11641775
0.7534	0.11416283
0.7546	0.11508216
0.7558	0.11721822
0.757	0.11761987
0.7582	0.1064602
0.7594	0.1121151
0.7606	0.11042981
0.7618	0.11093822
0.763	0.11236999
0.7642	0.11505164
0.7654	0.10583216
0.7666	0.10345679
0.7678	0.1075418
0.769	0.10907627
0.7702	0.10970206
0.7714	0.10910828
0.7726	0.1125407
0.7738	0.11544961
0.775	0.11119717
0.7762	0.11225404
0.7774	0.10649419
0.7786	0.11266888
0.7798	0.11760109
0.781	0.11639067
0.7822	0.12082614
0.7834	0.1140118
0.7846	0.1185566
0.7858	0.11931932
0.787	0.11794804
0.7882	0.1198305
0.7894	0.12163736
0.7906	0.12113665
0.7918	0.11859277
0.793	0.12390071
0.7942	0.10966178
0.7954	0.1185164
0.7966	0.12786053
0.7978	0.12697794
0.799	0.12618896
0.8002	0.1259584
0.8014	0.12894905
0.8026	0.12778158
0.8038	0.13145472
0.805	0.12509663
0.8062	0.1307333
0.8074	0.13037899
0.8086	0.13217513
0.8098	0.12869393
0.811	0.13123144
0.8122	0.1338779
0.8134	0.13455692
0.8146	0.13159221
0.8158	0.13564337
0.817	0.13588337
0.8182	0.13208019
0.8194	0.13104736
0.8206	0.12460884
0.8218	0.13415588
0.823	0.13262182
0.8242	0.13607565
0.8254	0.13720243
0.8266	0.13830249
0.8278	0.13855553
0.829	0.13740881
0.8302	0.13728427
0.8314	0.13386385
0.8326	0.13030728
0.8338	0.13662578
0.835	0.13717807
0.8362	0.13223379
0.8374	0.13109634
0.8386	0.11449265
0.8398	0.13998046
0.841	0.14154273
0.8422	0.14104733
0.8434	0.12063125
0.8446	0.1352445
0.8458	0.1390744
0.847	0.13086296
0.8482	0.14148134
0.8494	0.1357138
0.8506	0.13497924
0.8518	0.13539355
0.853	0.14108426
0.8542	0.11817074
0.8554	0.14239696
0.8566	0.14357086
0.8578	0.14569155
0.859	0.14047705
0.8602	0.14666898
0.8614	0.14074659
0.8626	0.12782685
0.8638	0.14040272
0.865	0.13332306
0.8662	0.12494652
0.8674	0.12962654
0.8686	0.13228688
0.8698	0.14207864
0.871	0.13997208
0.8722	0.13202816
0.8734	0.13666402
0.8746	0.14952135
0.8758	0.15030608
0.877	0.15192987
0.8782	0.14324491
0.8794	0.14932225
0.8806	0.14312177
0.8818	0.14734517
0.883	0.14167011
0.8842	0.14273693
0.8854	0.15134767
0.8866	0.14447818
0.8878	0.14726635
0.889	0.15399972
0.8902	0.15443614
0.8914	0.14388453
0.8926	0.14644828
0.8938	0.14924446
0.895	0.14956212
0.8962	0.1555906
0.8974	0.14900729
0.8986	0.15555912
0.8998	0.1301698
0.901	0.15233414
0.9022	0.1524176
0.9034	0.14952557
0.9046	0.1548446
0.9058	0.14906229
0.907	0.15926429
0.9082	0.15687365
0.9094	0.14855116
0.9106	0.15259807
0.9118	0.16225295
0.913	0.1546952
0.9142	0.16487104
0.9154	0.15782436
0.9166	0.164736
0.9178	0.16468963
0.919	0.15307431
0.9202	0.1545143
0.9214	0.1645725
0.9226	0.15197659
0.9238	0.16067206
0.925	0.16319915
0.9262	0.15954456
0.9274	0.15437446
0.9286	0.16551915
0.9298	0.15731823
0.931	0.16531917
0.9322	0.16639003
0.9334	0.16337757
0.9346	0.16402811
0.9358	0.15456803
0.937	0.16785627
0.9382	0.16809257
0.9394	0.15988161
0.9406	0.16753017
0.9418	0.15664479
0.943	0.17217203
0.9442	0.16694019
0.9454	0.16889412
0.9466	0.1698005
0.9478	0.16655476
0.949	0.17150765
0.9502	0.17147749
0.9514	0.17463668
0.9526	0.17436523
0.9538	0.17206013
0.955	0.16698245
0.9562	0.17481105
0.9574	0.17675176
0.9586	0.17580788
0.9598	0.16550009
0.961	0.17383961
0.9622	0.17467884
0.9634	0.16565561
0.9646	0.14362984
0.9658	0.16869191
0.967	0.17439167
0.9682	0.15639798
0.9694	0.17499139
0.9706	0.17130787
0.9718	0.17495806
0.973	0.17597869
0.9742	0.16774003
0.9754	0.17545364
0.9766	0.17723187
0.9778	0.17784764
0.979	0.15295683
0.9802	0.1790958
0.9814	0.17742508
0.9826	0.18177191
0.9838	0.17876996
0.985	0.18284189
0.9862	0.17992725
0.9874	0.18129769
0.9886	0.18105947
0.9898	0.18145883
0.991	0.17032874
0.9922	0.16462354
0.9934	0.16269015
0.9946	0.183392
0.9958	0.17909075
0.997	0.18277423
0.9982	0.17863148
0.9994	0.18023091
1.0006	0.18256353
1.0018	0.18498464
1.003	0.18668302
1.0042	0.1770992
1.0054	0.18450059
1.0066	0.17855295
1.0078	0.18096982
1.009	0.18584124
1.0102	0.18312992
1.0114	0.18125717
1.0126	0.18518703
1.0138	0.18960955
1.015	0.17631168
1.0162	0.17265473
1.0174	0.1832153
1.0186	0.18860094
1.0198	0.17671887
1.021	0.17992649
1.0222	0.18759347
1.0234	0.19206658
1.0246	0.18514576
1.0258	0.17985807
1.027	0.18252677
1.0282	0.18635611
1.0294	0.18762306
1.0306	0.19040854
1.0318	0.18181554
1.033	0.18174858
1.0342	0.1863207
1.0354	0.18485722
1.0366	0.19696377
1.0378	0.18245095
1.039	0.18902982
1.0402	0.19141157
1.0414	0.1926279
1.0426	0.19054882
1.0438	0.19340851
1.045	0.19899465
1.0462	0.19822878
1.0474	0.19336334
1.0486	0.19678646
1.0498	0.1986709
1.051	0.19441269
1.0522	0.19584015
1.0534	0.19908023
1.0546	0.19865549
1.0558	0.19690922
1.057	0.20176069
1.0582	0.18931314
1.0594	0.19474954
1.0606	0.1931628
1.0618	0.20157722
1.063	0.20246206
1.0642	0.20134056
1.0654	0.2036382
1.0666	0.19352702
1.0678	0.18379953
1.069	0.20008456
1.0702	0.20146663
1.0714	0.20381952
1.0726	0.20230651
1.0738	0.19441738
1.075	0.19654987
1.0762	0.19939049
1.0774	0.20396231
1.0786	0.1854847
1.0798	0.20317217
1.081	0.18463609
1.0822	0.18617319
1.0834	0.18642477
1.0846	0.20533186
1.0858	0.20762656
1.087	0.20103229
1.0882	0.20125787
1.0894	0.20759928
1.0906	0.20910672
1.0918	0.20149306
1.093	0.2073097
1.0942	0.2060298
1.0954	0.20370472
1.0966	0.19926739
1.0978	0.20309706
1.099	0.20458125
1.1002	0.20713799
1.1014	0.20729327
1.1026	0.20756678
1.1038	0.20553946
1.105	0.21048174
1.1062	0.21153879
1.1074	0.19911361
1.1086	0.20653902
1.1098	0.20448518
1.111	0.20391875
1.1122	0.21107768
1.1134	0.21247501
1.1146	0.20950797
1.1158	0.2077663
1.117	0.21452093
1.1182	0.21063443
1.1194	0.20502125
1.1206	0.19934908
1.1218	0.21481005
1.123	0.21268359
1.1242	0.21511634
1.1254	0.17318315
1.1266	0.20926994
1.1278	0.20698174
1.129	0.21208399
1.1302	0.19835518
1.1314	0.21559842
1.1326	0.21615921
1.1338	0.21458129
1.135	0.21795809
1.1362	0.21799729
1.1374	0.20996814
1.1386	0.21006113
1.1398	0.21082892
1.141	0.21455559
1.1422	0.21627799
1.1434	0.21899455
1.1446	0.20835273
1.1458	0.21982543
1.147	0.21085901
1.1482	0.20718406
1.1494	0.22012853
1.1506	0.22194366
1.1518	0.21923376
1.153	0.21797724
1.1542	0.22192146
1.1554	0.22180787
1.1566	0.21978635
1.1578	0.21861687
1.159	0.22135745
1.1602	0.21864526
1.1614	0.20636882
1.1626	0.22413817
1.1638	0.21484091
1.165	0.22186658
1.1662	0.22322777
1.1674	0.22356238
1.1686	0.22383617
1.1698	0.21688971
1.171	0.22625022
1.1722	0.22603011
1.1734	0.22574451
1.1746	0.22690624
1.1758	0.22708735
1.177	0.21635704
1.1782	0.20700609
1.1794	0.2239958
1.1806	0.22697864
1.1818	0.22509722
1.183	0.20084741
1.1842	0.22611606
1.1854	0.22920198
1.1866	0.22715434
1.1878	0.227007
1.189	0.18523675
1.1902	0.22214021
1.1914	0.23050763
1.1926	0.23019256
1.1938	0.22810353
1.195	0.22531634
1.1962	0.2279672
1.1974	0.20025606
1.1986	0.2221257
1.1998	0.22663624
1.201	0.22784805
1.2022	0.23012729
1.2034	0.218837
1.2046	0.23201344
1.2058	0.22672803
1.207	0.23190326
1.2082	0.21780848
1.2094	0.22153409
1.2106	0.23109633
1.2118	0.23292394
1.213	0.22872276
1.2142	0.23057634
1.2154	0.2355617
1.2166	0.23338039
1.2178	0.23669757
1.219	0.23609036
1.2202	0.23444031
1.2214	0.22770074
1.2226	0.23383736
1.2238	0.23677333
1.225	0.23777404
1.2262	0.23700987
1.2274	0.22016967
1.2286	0.23845124
1.2298	0.23921134
1.231	0.23899809
1.2322	0.23854232
1.2334	0.23960094
1.2346	0.23820057
1.2358	0.24051321
1.237	0.23966807
1.2382	0.24034276
1.2394	0.23386287
1.2406	0.2391453
1.2418	0.2403279
1.243	0.23754292
1.2442	0.23768604
1.2454	0.24017313
1.2466	0.2407354
1.2478	0.23947919
1.249	0.23667915
1.2502	0.23971125
1.2514	0.24035877
1.2526	0.24213488
1.2538	0.24267142
1.255	0.24087268
1.2562	0.24410274
1.2574	0.24403433
1.2586	0.24219277
1.2598	0.24479023
1.261	0.24343206
1.2622	0.24105235
1.2634	0.24124675
1.2646	0.23346523
1.2658	0.24357808
1.267	0.24497165
1.2682	0.24364666
1.2694	0.24316645
1.2706	0.24816664
1.2718	0.24765499
1.273	0.24814305
1.2742	0.23132676
1.2754	0.2461906
1.2766	0.2462294
1.2778	0.24898261
1.279	0.24519419
1.2802	0.24942765
1.2814	0.24765559
1.2826	0.2439137
1.2838	0.24654281
1.285	0.24732242
1.2862	0.2478441
1.2874	0.24984178
1.2886	0.25098339
1.2898	0.24675768
1.291	0.24776014
1.2922	0.25215804
1.2934	0.25199584
1.2946	0.25209606
1.2958	0.25372107
1.297	0.25359318
1.2982	0.25148059
1.2994	0.2544912
1.3006	0.25333619
1.3018	0.25367589
1.303	0.25385761
1.3042	0.25382806
1.3054	0.25624112
1.3066	0.25592725
1.3078	0.25162337
1.309	0.25268334
1.3102	0.25435632
1.3114	0.25292297
1.3126	0.21851109
1.3138	0.25197039
1.315	0.23062317
1.3162	0.25236656
1.3174	0.25737484
1.3186	0.25803395
1.3198	0.25860105
1.321	0.25328556
1.3222	0.25263808
1.3234	0.2600017
1.3246	0.26062991
1.3258	0.25555073
1.327	0.25831024
1.3282	0.26002408
1.3294	0.25666352
1.3306	0.26064163
1.3318	0.24880225
1.333	0.26066109
1.3342	0.2595456
1.3354	0.25547002
1.3366	0.26348962
1.3378	0.26103942
1.339	0.25810084
1.3402	0.25764725
1.3414	0.26261303
1.3426	0.263874
1.3438	0.26467181
1.345	0.26451946
1.3462	0.26200881
1.3474	0.26494328
1.3486	0.26518094
1.3498	0.26502114
1.351	0.26537035
1.3522	0.2652147
1.3534	0.26667842
1.3546	0.26661463
1.3558	0.26680505
1.357	0.26533386
1.3582	0.26913523
1.3594	0.26770986
1.3606	0.24853175
1.3618	0.26930744
1.363	0.26033555
1.3642	0.26866152
1.3654	0.27065976
1.3666	0.26905848
1.3678	0.26951843
1.369	0.26903698
1.3702	0.27193562
1.3714	0.27040468
1.3726	0.27343101
1.3738	0.27194889
1.375	0.27299502
1.3762	0.26385325
1.3774	0.27457059
1.3786	0.27457751
1.3798	0.27501283
1.381	0.27547326
1.3822	0.27530386
1.3834	0.27579056
1.3846	0.27482825
1.3858	0.27522957
1.387	0.24730432
1.3882	0.27734494
1.3894	0.2758291
1.3906	0.26533318
1.3918	0.23385965
1.393	0.22535761
1.3942	0.26657429
1.3954	0.25172894
1.3966	0.27750725
1.3978	0.26633102
1.399	0.2669671
1.4002	0.26901737
1.4014	0.25691533
1.4026	0.27823209
1.4038	0.2764103
1.405	0.27635641
1.4062	0.27609378
1.4074	0.27825554
1.4086	0.27852012
1.4098	0.28350567
1.411	0.27836578
1.4122	0.27951491
1.4134	0.26050562
1.4146	0.28333744
1.4158	0.27773054
1.417	0.28267946
1.4182	0.25398175
1.4194	0.27684843
1.4206	0.28551803
1.4218	0.27705775
1.423	0.27813314
1.4242	0.25925312
1.4254	0.26572683
1.4266	0.26776763
1.4278	0.26026143
1.429	0.27637484
1.4302	0.27146124
1.4314	0.27729927
1.4326	0.28271611
1.4338	0.28384576
1.435	0.28593416
1.4362	0.28337834
1.4374	0.28991983
1.4386	0.28666466
1.4398	0.27971618
1.441	0.28191533
1.4422	0.28280637
1.4434	0.2810242
1.4446	0.27831219
1.4458	0.2852148
1.447	0.28683958
1.4482	0.292576
1.4494	0.28953503
1.4506	0.27954796
1.4518	0.27177946
1.453	0.28788984
1.4542	0.28457107
1.4554	0.28653532
1.4566	0.24643345
1.4578	0.29397755
1.459	0.29312815
1.4602	0.28335676
1.4614	0.23486783
1.4626	0.26394122
1.4638	0.27990272
1.465	0.28735534
1.4662	0.28698031
1.4674	0.28660747
1.4686	0.27405555
1.4698	0.23966215
1.471	0.28866862
1.4722	0.28488693
1.4734	0.28624442
1.4746	0.29255224
1.4758	0.27333437
1.477	0.2743119
1.4782	0.27062043
1.4794	0.30115282
1.4806	0.27495131
1.4818	0.30295684
1.483	0.29178187
1.4842	0.2988047
1.4854	0.29498364
1.4866	0.29698887
1.4878	0.2428969
1.489	0.25886579
1.4902	0.29950252
1.4914	0.28126795
1.4926	0.2916917
1.4938	0.29032042
1.495	0.3103226
1.4962	0.29072767
1.4974	0.30887719
1.4986	0.30813873
1.4998	0.30758021
