wav	flux
2.977	0.14911407
2.9782	0.14899173
2.9794	0.146135
2.9806	0.14699089
2.9818	0.14087153
2.983	0.13873474
2.9842	0.13735034
2.9854	0.14148281
2.9866	0.14604114
2.9878	0.1354561
2.989	0.13736794
2.9902	0.13477632
2.9914	0.14301047
2.9926	0.14401473
2.9938	0.14584566
2.995	0.144853
2.9962	0.14231671
2.9974	0.14613333
2.9986	0.14367282
3.0001	0.13225406
3.0025	0.13996947
3.0055	0.14336628
3.0085	0.12602646
3.0115	0.13890479
3.0145	0.14409489
3.0175	0.14237085
3.0205	0.14382298
3.0235	0.13824163
3.0265	0.13413209
3.0295	0.13775829
3.0325	0.1419364
3.0355	0.13993067
3.0385	0.14115599
3.0415	0.12892491
3.0445	0.13086657
3.0475	0.13342433
3.0505	0.13579338
3.0535	0.14060553
3.0565	0.13738227
3.0595	0.13781953
3.0625	0.14351108
3.0655	0.12715096
3.0685	0.13864098
3.0715	0.13470421
3.0745	0.13943022
3.0775	0.13483057
3.0805	0.13633942
3.0835	0.13285438
3.0865	0.11676622
3.0895	0.12535715
3.0925	0.12967142
3.0955	0.13280021
3.0985	0.13460146
3.1015	0.13762168
3.1045	0.13161673
3.1075	0.13383146
3.1105	0.13552534
3.1135	0.12983282
3.1165	0.11961407
3.1195	0.13203737
3.1225	0.13517721
3.1255	0.13401698
3.1285	0.13411404
3.1315	0.12620921
3.1345	0.12919926
3.1375	0.12929164
3.1405	0.13362155
3.1435	0.13118837
3.1465	0.12703386
3.1495	0.13029614
3.1525	0.1331439
3.1555	0.12834657
3.1585	0.12535176
3.1615	0.13242012
3.1645	0.12771461
3.1675	0.13187827
3.1705	0.1307364
3.1735	0.13280008
3.1765	0.12495446
3.1795	0.11698412
3.1825	0.12535082
3.1855	0.13304206
3.1885	0.13355559
3.1915	0.12829509
3.1945	0.1305672
3.1975	0.12885923
3.2005	0.1278353
3.2035	0.12599607
3.2065	0.13147878
3.2095	0.12824964
3.2125	0.12984432
3.2155	0.13097181
3.2185	0.13088576
3.2215	0.12641886
3.2245	0.12757953
3.2275	0.1250396
3.2305	0.12089378
3.2335	0.11718889
3.2365	0.12313351
3.2395	0.1221637
3.2425	0.12854511
3.2455	0.12491382
3.2485	0.12721366
3.2515	0.12701878
3.2545	0.12903664
3.2575	0.12916883
3.2605	0.12881449
3.2635	0.12378043
3.2665	0.12697839
3.2695	0.12605747
3.2725	0.1279056
3.2755	0.11670218
3.2785	0.12293688
3.2815	0.1177508
3.2845	0.11807194
3.2875	0.11833453
3.2905	0.12645918
3.2935	0.11951671
3.2965	0.12529384
3.2995	0.12467108
3.3025	0.1259499
3.3055	0.12561041
3.3085	0.12295463
3.3115	0.12437316
3.3145	0.12448654
3.3175	0.12368745
3.3205	0.10844511
3.3235	0.12109265
3.3265	0.12173495
3.3295	0.12472605
3.3325	0.12395061
3.3355	0.12124552
3.3385	0.11225771
3.3415	0.11902985
3.3445	0.11966391
3.3475	0.12286323
3.3505	0.12366298
3.3535	0.12392883
3.3565	0.12186019
3.3595	0.12305413
3.3625	0.12322309
3.3655	0.12112939
3.3685	0.11935427
3.3715	0.1210313
3.3745	0.12183234
3.3775	0.12143275
3.3805	0.12109374
3.3835	0.12100014
3.3865	0.12060503
3.3895	0.12084834
3.3925	0.11010906
3.3955	0.11001195
3.3985	0.10776637
3.4015	0.11888957
3.4045	0.11800729
3.4075	0.11682774
3.4105	0.11930597
3.4135	0.1109493
3.4165	0.11861076
3.4195	0.11889832
3.4225	0.11955182
3.4255	0.11963784
3.4285	0.11811032
3.4315	0.11915936
3.4345	0.11908215
3.4375	0.11899083
3.4405	0.11814359
3.4435	0.1170749
3.4465	0.1174382
3.4495	0.11003439
3.4525	0.11114218
3.4555	0.10732888
3.4585	0.10645927
3.4615	0.11623181
3.4645	0.11666437
3.4675	0.11676334
3.4705	0.11596493
3.4735	0.11697888
3.4765	0.11682662
3.4795	0.11663285
3.4825	0.1163838
3.4855	0.11706918
3.4885	0.11392937
3.4915	0.11469317
3.4945	0.11601303
3.4975	0.115907
3.5005	0.11559083
3.5035	0.11556323
3.5065	0.11483031
3.5095	0.11223389
3.5125	0.10911403
3.5155	0.11274758
3.5185	0.11314308
3.5215	0.11078774
3.5245	0.11441402
3.5275	0.11295001
3.5305	0.11474472
3.5335	0.11385765
3.5365	0.11295271
3.5395	0.11283046
3.5425	0.1123495
3.5455	0.11250498
3.5485	0.11272239
3.5515	0.11185181
3.5545	0.11253317
3.5575	0.11272626
3.5605	0.1098359
3.5635	0.11211987
3.5665	0.11218118
3.5695	0.10473641
3.5725	0.10767202
3.5755	0.10706013
3.5785	0.10889998
3.5815	0.11125463
3.5845	0.11129465
3.5875	0.11146036
3.5905	0.10694897
3.5935	0.10902226
3.5965	0.10947036
3.5995	0.10719065
3.6025	0.11015162
3.6055	0.10977859
3.6085	0.11082613
3.6115	0.10993533
3.6145	0.11024823
3.6175	0.11024874
3.6205	0.10940898
3.6235	0.10960642
3.6265	0.10963406
3.6295	0.10898878
3.6325	0.10218721
3.6355	0.10155706
3.6385	0.10320243
3.6415	0.10774527
3.6445	0.10720542
3.6475	0.10652403
3.6505	0.10821588
3.6535	0.10681067
3.6565	0.10777283
3.6595	0.10779505
3.6625	0.10771895
3.6655	0.10660579
3.6685	0.10728117
3.6715	0.10720798
3.6745	0.10634162
3.6775	0.10446611
3.6805	0.10505285
3.6835	0.1028492
3.6865	0.10612336
3.6895	0.10667947
3.6925	0.10641057
3.6955	0.10224393
3.6985	0.10242306
3.7015	0.1036426
3.7045	0.098208592
3.7075	0.10185754
3.7105	0.10510118
3.7135	0.10383807
3.7165	0.10435011
3.7195	0.10449087
3.7225	0.10452475
3.7255	0.10474331
3.7285	0.10445195
3.7315	0.1043092
3.7345	0.10275139
3.7375	0.10324531
3.7405	0.10341021
3.7435	0.10361876
3.7465	0.10233329
3.7495	0.10321636
3.7525	0.10153717
3.7555	0.10249473
3.7585	0.10308612
3.7615	0.097303722
3.7645	0.10008483
3.7675	0.098798031
3.7705	0.10264121
3.7735	0.10189808
3.7765	0.10209034
3.7795	0.10182417
3.7825	0.10222245
3.7855	0.10173927
3.7885	0.10150956
3.7915	0.1013294
3.7945	0.10137029
3.7975	0.10131408
3.8005	0.10100443
3.8035	0.1012243
3.8065	0.10092364
3.8095	0.10049992
3.8125	0.099483603
3.8155	0.09983383800000001
3.8185	0.09980541300000001
3.8215	0.099863519
3.8245	0.09988108
3.8275	0.10035668
3.8305	0.10028844
3.8335	0.09885459
3.8365	0.092043049
3.8395	0.09452019099999999
3.8425	0.097699185
3.8455	0.099485709
3.8485	0.098253906
3.8515	0.09879806
3.8545	0.099321293
3.8575	0.099186157
3.8605	0.09830457199999999
3.8635	0.096361755
3.8665	0.096960605
3.8695	0.098378744
3.8725	0.096668498
3.8755	0.098340892
3.8785	0.098077254
3.8815	0.097776493
3.8845	0.09726486
3.8875	0.09762368199999999
3.8905	0.09757223
3.8935	0.09751016300000001
3.8965	0.097179573
3.8995	0.09676245300000001
3.9025	0.094123585
3.9055	0.096960252
3.9085	0.090829791
3.9115	0.096458906
3.9145	0.095997142
3.9175	0.095946806
3.9205	0.09619858
3.9235	0.09412186199999999
3.9265	0.096013302
3.9295	0.09610725
3.9325	0.09556392300000001
3.9355	0.09571740599999999
3.9385	0.09528349300000001
3.9415	0.09531885300000001
3.9445	0.094623052
3.9475	0.09445684800000001
3.9505	0.093331156
3.9535	0.094458888
3.9565	0.094452904
3.9595	0.09330952
3.9625	0.093968323
3.9655	0.0938034
3.9685	0.09439197099999999
3.9715	0.094290999
3.9745	0.09379292199999999
3.9775	0.092290071
3.9805	0.092196489
3.9835	0.092443096
3.9865	0.09216852800000001
3.9895	0.09258138099999999
3.9925	0.09203712300000001
3.9955	0.09241666400000001
3.9985	0.09214681699999999
4.0015	0.092365819
4.0045	0.091377397
4.0075	0.091165185
4.0105	0.092153686
4.0135	0.09231339
4.0165	0.090137282
4.0195	0.090726473
4.0225	0.091874675
4.0255	0.09154320199999999
4.0285	0.090635916
4.0315	0.09115503
4.0345	0.09143513199999999
4.0375	0.09132638400000001
4.0405	0.09067071
4.0435	0.087162911
4.0465	0.088864363
4.0495	0.088906098
4.0525	0.08922313400000001
4.0555	0.087088895
4.0585	0.089786929
4.0615	0.08922538199999999
4.0645	0.089402331
4.0675	0.086971044
4.0705	0.089568315
4.0735	0.08925619800000001
4.0765	0.08959807800000001
4.0795	0.089491769
4.0825	0.087463192
4.0855	0.08383524
4.0885	0.08660085699999999
4.0915	0.0869822
4.0945	0.08679738099999999
4.0975	0.088351149
4.1005	0.0870559
4.1035	0.08674219
4.1065	0.086651244
4.1095	0.086333497
4.1125	0.08682883400000001
4.1155	0.087995609
4.1185	0.087676838
4.1215	0.087722004
4.1245	0.08519489
4.1275	0.081680686
4.1305	0.08743177099999999
4.1335	0.086189109
4.1365	0.085943967
4.1395	0.082515112
4.1425	0.085302085
4.1455	0.0856636
4.1485	0.086056072
4.1515	0.085756789
4.1545	0.08654942
4.1575	0.085346222
4.1605	0.085675424
4.1635	0.08523346300000001
4.1665	0.08318868900000001
4.1695	0.08210965099999999
4.1725	0.08476535800000001
4.1755	0.083509231
4.1785	0.084145999
4.1815	0.083705495
4.1845	0.081757791
4.1875	0.08536027800000001
4.1905	0.08139033799999999
4.1935	0.082572826
4.1965	0.084928268
4.1995	0.084063099
4.2025	0.081917566
4.2055	0.080451946
4.2085	0.081030961
4.2115	0.082580655
4.2145	0.082979121
4.2175	0.083187111
4.2205	0.08202300900000001
4.2235	0.081881534
4.2265	0.08335131
4.2295	0.082525957
4.2325	0.084066074
4.2355	0.083193296
4.2385	0.081844821
4.2415	0.081080897
4.2445	0.083485219
4.2475	0.081378935
4.2505	0.080160236
4.2535	0.079990583
4.2565	0.081469983
4.2595	0.081639586
4.2625	0.081996239
4.2655	0.08184183
4.2685	0.081903737
4.2715	0.082014292
4.2745	0.08152775599999999
4.2775	0.080746426
4.2805	0.08084506799999999
4.2835	0.08110247200000001
4.2865	0.081641415
4.2895	0.081705003
4.2925	0.080556197
4.2955	0.065049181
4.2985	0.067194223
4.3015	0.066017797
4.3045	0.071124251
4.3075	0.076918472
4.3105	0.073968399
4.3135	0.07432499599999999
4.3165	0.075603903
4.3195	0.076043004
4.3225	0.07277088
4.3255	0.073306943
4.3285	0.077792156
4.3315	0.07642389
4.3345	0.076253019
4.3375	0.074328085
4.3405	0.069852722
4.3435	0.07353720700000001
4.3465	0.075452483
4.3495	0.072240113
4.3525	0.06259245
4.3555	0.06691945099999999
4.3585	0.07125381
4.3615	0.067373669
4.3645	0.066367345
4.3675	0.06706240200000001
4.3705	0.070519476
4.3735	0.070265479
4.3765	0.073540048
4.3795	0.070856669
4.3825	0.068499281
4.3855	0.069551548
4.3885	0.072958672
4.3915	0.071917699
4.3945	0.065498309
4.3975	0.06858234
4.4005	0.073154911
4.4035	0.069555983
4.4065	0.062551229
4.4095	0.06336862
4.4125	0.061285331
4.4155	0.060239808
4.4185	0.06306257
4.4215	0.060311812
4.4245	0.065579622
4.4275	0.070274629
4.4305	0.066535921
4.4335	0.063209551
4.4365	0.066424115
4.4395	0.061858957
4.4425	0.067135869
4.4455	0.06208761
4.4485	0.064834817
4.4515	0.06525033400000001
4.4545	0.0612184
4.4575	0.061698829000000004
4.4605	0.061039579000000004
4.4635	0.070028964
4.4665	0.057958844
4.4695	0.062324554000000004
4.4725	0.059668057999999996
4.4755	0.064717158
4.4785	0.063107564
4.4815	0.06223063400000001
4.4845	0.064372677
4.4875	0.06716058400000001
4.4905	0.061408019
4.4935	0.065625999
4.4965	0.059101802
4.4995	0.059830129
4.5025	0.06495709
4.5055	0.056396679000000005
4.5085	0.065754445
4.5115	0.056991024
4.5145	0.060367412
4.5175	0.062399326
4.5205	0.060879058
4.5235	0.06169633099999999
4.5265	0.053901249000000005
4.5295	0.06416311400000001
4.5325	0.055307987999999995
4.5355	0.06440694799999999
4.5385	0.05673772
4.5415	0.064200685
4.5445	0.05846098
4.5475	0.065120398
4.5505	0.058092001
4.5535	0.061335782
4.5565	0.062904383
4.5595	0.06482539400000001
4.5625	0.059707693
4.5655	0.064013924
4.5685	0.058973615
4.5715	0.061279118
4.5745	0.056135581
4.5775	0.062438629
4.5805	0.059578529000000005
4.5835	0.059220981
4.5865	0.060114535999999996
4.5895	0.055097062
4.5925	0.060730555
4.5955	0.049719529000000005
4.5985	0.058638064000000004
4.6015	0.055784384000000006
4.6045	0.056510317000000004
4.6075	0.055553727000000004
4.6105	0.05842102
4.6135	0.05934043
4.6165	0.057397625
4.6195	0.061683707000000004
4.6225	0.05803428099999999
4.6255	0.05727122900000001
4.6285	0.065660782
4.6315	0.06292052299999999
4.6345	0.062291001
4.6375	0.060732271
4.6405	0.05792015
4.6435	0.058706579
4.6465	0.060149217000000005
4.6495	0.057850595
4.6525	0.061267898
4.6555	0.063797078
4.6585	0.057972859
4.6615	0.057891084
4.6645	0.058783329
4.6675	0.049099557
4.6705	0.06773042900000001
4.6735	0.056444453
4.6765	0.064675094
4.6795	0.057989132
4.6825	0.058205808
4.6855	0.059947242000000005
4.6885	0.062736348
4.6915	0.054240650999999994
4.6945	0.059786563
4.6975	0.058471061
4.7005	0.057114303
4.7035	0.057994313
4.7065	0.057153697999999996
4.7095	0.061303789000000004
4.7125	0.055902452000000005
4.7155	0.056912501
4.7185	0.054780225
4.7215	0.06346556099999999
4.7245	0.059589046
4.7275	0.060801135
4.7305	0.05812317400000001
4.7335	0.054113417000000004
4.7365	0.060853687000000004
4.7395	0.052235582
4.7425	0.060800843
4.7455	0.056021188
4.7485	0.057529712999999996
4.7515	0.057776895999999994
4.7545	0.053427392000000004
4.7575	0.055209117
4.7605	0.060588034000000006
4.7635	0.056518432
4.7665	0.057319946
4.7695	0.058821724000000006
4.7725	0.056674656
4.7755	0.058014918
4.7785	0.056788585
4.7815	0.055719017
4.7845	0.059219478
4.7875	0.052684920999999996
4.7905	0.058064647000000004
4.7935	0.049918918
4.7965	0.057537662999999996
4.7995	0.059753451
4.8025	0.049506487
4.8055	0.057713747
4.8085	0.056731
4.8115	0.05756013
4.8145	0.057158642
4.8175	0.05964320099999999
4.8205	0.058202135999999995
4.8235	0.055424155
4.8265	0.060673862
4.8295	0.059906525999999995
4.8325	0.055080705
4.8355	0.059179817999999995
4.8385	0.05570995
4.8415	0.061498737000000005
4.8445	0.051592299
4.8475	0.056985235
4.8505	0.060478979
4.8535	0.053811283
4.8565	0.058302295
4.8595	0.059803737999999995
4.8625	0.057535975
4.8655	0.05478758
4.8685	0.061956025
4.8715	0.059089755
4.8745	0.051330044000000005
4.8775	0.053581633
4.8805	0.061384487
4.8835	0.05435447400000001
4.8865	0.056029438
4.8895	0.053647593
4.8925	0.058102438
4.8955	0.056761612
4.8985	0.051603950999999995
4.9015	0.060437480999999994
4.9045	0.056052769
4.9075	0.05621782
4.9105	0.057455114
4.9135	0.059460478
4.9165	0.052644653
4.9195	0.052632757
4.9225	0.060690352
4.9255	0.054517575
4.9285	0.051662772
4.9315	0.054411623
4.9345	0.055926504
4.9375	0.05102252400000001
4.9405	0.061384678
4.9435	0.05585023
4.9465	0.054213305999999996
4.9495	0.050519762999999995
4.9525	0.056458405
4.9555	0.054600817
4.9585	0.051997759000000005
4.9615	0.053633108
4.9645	0.059989445999999995
4.9675	0.053106635
4.9705	0.05236318
4.9735	0.056010937000000004
4.9765	0.057311443
4.9795	0.052231072999999996
4.9825	0.055705222
4.9855	0.052742564000000006
4.9885	0.055280514
4.9915	0.052934392999999996
4.9945	0.058127978
4.9975	0.059478734000000005
5.0005	0.050136797000000004
5.0035	0.054729962
5.0065	0.05538545
5.0095	0.051407374000000006
5.0125	0.053904039
5.0155	0.052301047999999996
5.0185	0.054504449
5.0215	0.049561485999999995
5.0245	0.050465193
5.0275	0.054420762000000004
5.0305	0.054601299000000006
5.0335	0.054441086
5.0365	0.051868645
5.0395	0.054601269
5.0425	0.047880777
5.0455	0.055834395
5.0485	0.053784555
5.0515	0.056181990999999994
5.0545	0.052132512
5.0575	0.054540247
5.0605	0.052872897
5.0635	0.058530341
5.0665	0.048800779
5.0695	0.055970359000000004
5.0725	0.054819123
5.0755	0.05298958
5.0785	0.046388377
5.0815	0.053226822
5.0845	0.054341854
5.0875	0.051956825
5.0905	0.054267845999999995
5.0935	0.045848692999999996
5.0965	0.049936798
5.0995	0.048123885
5.1025	0.053246157
5.1055	0.048245973
5.1085	0.051438894000000006
5.1115	0.055823967
5.1145	0.056216036
5.1175	0.050983547000000004
5.1205	0.05006668
5.1235	0.053378879000000004
5.1265	0.051645539000000004
5.1295	0.055992072999999996
5.1325	0.04668035
5.1355	0.053466992000000005
5.1385	0.054971977000000005
5.1415	0.055784774
5.1445	0.049391577
5.1475	0.05005769
5.1505	0.051286711
5.1535	0.051341208
5.1565	0.053909322999999995
5.1595	0.04907446099999999
5.1625	0.053254902
5.1655	0.053979923
5.1685	0.047093587
5.1715	0.050942952
5.1745	0.051563785
5.1775	0.053820835
5.1805	0.053220129000000005
5.1835	0.049842987000000005
5.1865	0.046324089000000006
5.1895	0.0527623
5.1925	0.053602675999999995
5.1955	0.051817221
5.1985	0.048277405
5.2015	0.053824940999999994
5.2045	0.049246614
5.2075	0.056247333
5.2105	0.05213369
5.2135	0.047399489
5.2165	0.052557354
5.2195	0.055581995999999995
5.2225	0.048191459000000006
5.2255	0.046553795999999995
5.2285	0.051903479
5.2315	0.048463442999999995
5.2345	0.050702433
5.2375	0.05060736
5.2405	0.04719916
5.2435	0.05175339
5.2465	0.049264906
5.2495	0.053892972000000004
5.2525	0.049742075999999996
5.2555	0.048591074000000005
5.2585	0.053117211
5.2615	0.048560552
5.2645	0.053284862999999995
5.2675	0.04805584
5.2705	0.04861386
5.2735	0.051264385
5.2765	0.050913063
5.2795	0.053605747999999995
5.2825	0.049083162
5.2855	0.047848747999999997
5.2885	0.052013325
5.2915	0.052672984000000006
5.2945	0.051078747
5.2975	0.051684955
5.3005	0.049802365999999994
5.3035	0.050949506
5.3065	0.051936087
5.3095	0.046654808
5.3125	0.051502701
5.3155	0.049363147
5.3185	0.054254330999999996
5.3215	0.051440435
5.3245	0.04785669099999999
5.3275	0.052164185
5.3305	0.048638003
5.3335	0.051787387000000004
5.3365	0.04681475400000001
5.3395	0.04796126
5.3425	0.050692136
5.3455	0.049684816
5.3485	0.05072501099999999
5.3515	0.046122044
5.3545	0.049821825
5.3575	0.049571152
5.3605	0.052915797
5.3635	0.048440184000000004
5.3665	0.049486586
5.3695	0.052493939
5.3725	0.048595658
5.3755	0.052981537999999995
5.3785	0.046960830999999995
5.3815	0.04845392900000001
5.3845	0.05056694900000001
5.3875	0.048000275
5.3905	0.04977132
5.3935	0.047794446
5.3965	0.04747746
5.3995	0.051894494000000006
5.4025	0.051100097000000004
5.4055	0.050506248
5.4085	0.047937374000000005
5.4115	0.045446470999999995
5.4145	0.050379507999999996
5.4175	0.044575664
5.4205	0.04855034
5.4235	0.050038337999999995
5.4265	0.042800133
5.4295	0.049775673
5.4325	0.049267205999999994
5.4355	0.049834182000000005
5.4385	0.043544209
5.4415	0.050567718
5.4445	0.049682078
5.4475	0.051481967999999996
5.4505	0.050214508
5.4535	0.046052122
5.4565	0.047890941
5.4595	0.04532671
5.4625	0.050766921
5.4655	0.048463544000000004
5.4685	0.046753277
5.4715	0.049863657
5.4745	0.050070258
5.4775	0.045441710999999996
5.4805	0.050270025999999995
5.4835	0.04636032
5.4865	0.048494515999999994
5.4895	0.047645615999999995
5.4925	0.048868954000000006
5.4955	0.047803649000000004
5.4985	0.046620195999999996
5.5015	0.04794077
5.5045	0.04792028
5.5075	0.048391298
5.5105	0.048155187
5.5135	0.046609187999999996
5.5165	0.04832609
5.5195	0.048376969000000006
5.5225	0.04963777900000001
5.5255	0.04909621
5.5285	0.047373159000000005
5.5315	0.049539827
5.5345	0.046580652
5.5375	0.049928177000000004
5.5405	0.04716076599999999
5.5435	0.043753342
5.5465	0.048297072
5.5495	0.04693365
5.5525	0.047548587999999996
5.5555	0.048615933
5.5585	0.047361762
5.5615	0.047185757
5.5645	0.043989312999999995
5.5675	0.047867161
5.5705	0.049149440999999995
5.5735	0.047327945
5.5765	0.048117437
5.5795	0.045853167
5.5825	0.045306091
5.5855	0.047912644000000004
5.5885	0.046643875
5.5915	0.04665106
5.5945	0.049586137999999995
5.5975	0.045335709
5.6005	0.047260794
5.6035	0.042921972
5.6065	0.047588461
5.6095	0.047118673
5.6125	0.049472687
5.6155	0.045613125
5.6185	0.045698817
5.6215	0.04459414
5.6245	0.046317455
5.6275	0.04823801
5.6305	0.04905901
5.6335	0.04667522599999999
5.6365	0.04486679
5.6395	0.046692730999999994
5.6425	0.044878793
5.6455	0.047452905
5.6485	0.048008410999999994
5.6515	0.044697645999999994
5.6545	0.047418101
5.6575	0.046181889000000004
5.6605	0.047458472
5.6635	0.046857870999999995
5.6665	0.044738517
5.6695	0.043761717
5.6725	0.047866637999999996
5.6755	0.043689227000000004
5.6785	0.047881257999999996
5.6815	0.046712759000000006
5.6845	0.045027525
5.6875	0.048004730999999995
5.6905	0.048039288
5.6935	0.044397810999999995
5.6965	0.041482847999999996
5.6995	0.045924814
5.7025	0.047132371
5.7055	0.047260612
5.7085	0.047506072
5.7115	0.044775869
5.7145	0.041188782
5.7175	0.044989485
5.7205	0.045871445
5.7235	0.047126544000000006
5.7265	0.047314269000000006
5.7295	0.045328759
5.7325	0.044075489
5.7355	0.043688955999999994
5.7385	0.047068329000000006
5.7415	0.046848630999999995
5.7445	0.047420095
5.7475	0.046666133
5.7505	0.048049672
5.7535	0.045266948
5.7565	0.043420625
5.7595	0.045930217
5.7625	0.04609384
5.7655	0.04556223
5.7685	0.045358540999999995
5.7715	0.046144795999999995
5.7745	0.043459244
5.7775	0.043898603
5.7805	0.044253097000000005
5.7835	0.04427757400000001
5.7865	0.046929275
5.7895	0.045431257
5.7925	0.045369884000000006
5.7955	0.043637369
5.7985	0.046016625
5.8015	0.045677851
5.8045	0.046787050999999996
5.8075	0.045402455
5.8105	0.044958867
5.8135	0.044407296
5.8165	0.045101994000000006
5.8195	0.044067719000000005
5.8225	0.046565747000000005
5.8255	0.046333253
5.8285	0.045869017000000005
5.8315	0.045152358
5.8345	0.041962560999999995
5.8375	0.044913139000000005
5.8405	0.043404452999999996
5.8435	0.044977728
5.8465	0.044889240999999996
5.8495	0.046444083
5.8525	0.044700597
5.8555	0.043099911
5.8585	0.045178595
5.8615	0.044020297
5.8645	0.042664622
5.8675	0.04549827
5.8705	0.045937005
5.8735	0.042621184000000006
5.8765	0.043841186
5.8795	0.044301285999999995
5.8825	0.042780182
5.8855	0.044988054000000006
5.8885	0.045204312999999996
5.8915	0.04571878099999999
5.8945	0.04159736
5.8975	0.044279976
5.9005	0.044071587
5.9035	0.044794659
5.9065	0.045136626
5.9095	0.0447507
5.9125	0.043763116
5.9155	0.043069998
5.9185	0.043558529000000006
5.9215	0.042608379
5.9245	0.044860767999999995
5.9275	0.043581824000000005
5.9305	0.043973977000000004
5.9335	0.044462318
5.9365	0.043065874000000004
5.9395	0.044044767
5.9425	0.043855835999999995
5.9455	0.043196301
5.9485	0.042285774000000005
5.9515	0.04499109
5.9545	0.044411872000000005
5.9575	0.040836881
5.9605	0.042555824000000006
5.9635	0.043304048
5.9665	0.043948383
5.9695	0.043859144
5.9725	0.04361135
5.9755	0.043197422
5.9785	0.041851968999999996
5.9815	0.043010462
5.9845	0.043650842999999995
5.9875	0.04210824
5.9905	0.044749497
5.9935	0.043672672999999995
5.9965	0.04331999
5.9995	0.042339945
6.0025	0.043722687999999996
6.0055	0.042105912999999995
6.0085	0.043860683
6.0115	0.044051955
6.0145	0.042591153
6.0175	0.041604451
6.0205	0.042279449000000004
6.0235	0.042129279000000006
6.0265	0.04304696
6.0295	0.043449733
6.0325	0.041852307000000005
6.0355	0.043727507
6.0385	0.043239859000000005
6.0415	0.040761584
6.0445	0.042510489000000005
6.0475	0.04176891
6.0505	0.042892808
6.0535	0.043140385
6.0565	0.042942287999999995
6.0595	0.043235982
6.0625	0.042715642000000005
6.0655	0.042693555999999994
6.0685	0.043163197
6.0715	0.041629246
6.0745	0.042525912
6.0775	0.043232781
6.0805	0.042221162
6.0835	0.041775167
6.0865	0.042010592
6.0895	0.040266819
6.0925	0.042897178
6.0955	0.043158969000000005
6.0985	0.042883179
6.1015	0.041289698
6.1045	0.042257388
6.1075	0.040759824
6.1105	0.042395363
6.1135	0.03979587
6.1165	0.042621377
6.1195	0.042081717000000005
6.1225	0.04270477599999999
6.1255	0.041911172000000003
6.1285	0.040240326
6.1315	0.041097081
6.1345	0.041972907999999996
6.1375	0.04109273
6.1405	0.042373995
6.1435	0.041977377
6.1465	0.042300921
6.1495	0.040232067999999996
6.1525	0.040689841000000004
6.1555	0.041478007000000004
6.1585	0.042321524000000006
6.1615	0.0416991
6.1645	0.0420915
6.1675	0.041682374
6.1705	0.042062956
6.1735	0.04114182
6.1765	0.041650682
6.1795	0.04207738
6.1825	0.041341616
6.1855	0.042049675999999994
6.1885	0.040715639
6.1915	0.041746464
6.1945	0.04100218
6.1975	0.041476417
6.2005	0.041196132
6.2035	0.041415939
6.2065	0.041649483
6.2095	0.041396366000000004
6.2125	0.04162025
6.2155	0.041887727
6.2185	0.040071361
6.2215	0.040297816
6.2245	0.039344446
6.2275	0.04151457
6.2305	0.04155928
6.2335	0.04166332
6.2365	0.041537201
6.2395	0.038940871
6.2425	0.039891905
6.2455	0.040189416
6.2485	0.040018955
6.2515	0.04093197
6.2545	0.040947525
6.2575	0.041047101
6.2605	0.040426495
6.2635	0.039111287
6.2665	0.040802232
6.2695	0.040867816
6.2725	0.040827172
6.2755	0.040185958
6.2785	0.040805156
6.2815	0.040780422999999996
6.2845	0.040886362999999995
6.2875	0.039692603
6.2905	0.040311491
6.2935	0.039714662000000005
6.2965	0.040118605
6.2995	0.040227755
6.3025	0.040178927999999996
6.3055	0.040667971000000004
6.3085	0.0403884
6.3115	0.040607204
6.3145	0.040396511
6.3175	0.039677342000000004
6.3205	0.040446484
6.3235	0.0401037
6.3265	0.039817821
6.3295	0.040338937000000005
6.3325	0.040272116000000004
6.3355	0.039306142999999995
6.3385	0.040212178
6.3415	0.040101986
6.3445	0.040033448
6.3475	0.038665417
6.3505	0.039670927
6.3535	0.039594662999999995
6.3565	0.038110572
6.3595	0.03999485
6.3625	0.03979187
6.3655	0.039866953
6.3685	0.0400311
6.3715	0.03886467
6.3745	0.039556462
6.3775	0.039869569
6.3805	0.039109357000000004
6.3835	0.03843524
6.3865	0.039382562999999995
6.3895	0.039370377000000005
6.3925	0.039690797
6.3955	0.039541417
6.3985	0.038770589
6.4015	0.039622055
6.4045	0.039275949
6.4075	0.039275959
6.4105	0.038640089
6.4135	0.039283168
6.4165	0.038707661000000004
6.4195	0.038622584
6.4225	0.039044229
6.4255	0.039142498
6.4285	0.039005937000000004
6.4315	0.038432667999999996
6.4345	0.036882237000000005
6.4375	0.037801637
6.4405	0.038400231
6.4435	0.038745293
6.4465	0.038780727
6.4495	0.036677541
6.4525	0.037843144
6.4555	0.037872631000000004
6.4585	0.037798716
6.4615	0.03834919
6.4645	0.038594604
6.4675	0.037869647
6.4705	0.037284872000000004
6.4735	0.038032388
6.4765	0.037563606
6.4795	0.037624299
6.4825	0.036700834
6.4855	0.037518794
6.4885	0.038250051
6.4915	0.037859817999999996
6.4945	0.037133809
6.4975	0.037932682
6.5005	0.037451228999999996
6.5035	0.038047227999999995
6.5065	0.037581104
6.5095	0.03769281
6.5125	0.037056162000000004
6.5155	0.03755715
6.5185	0.036811502
6.5215	0.037384493
6.5245	0.036595991
6.5275	0.036548607999999996
6.5305	0.037341292000000005
