       5.3142099     0.088572156
       5.3444600     0.067555113
       5.3747001     0.042770377
       5.4049401      0.11919610
       5.4351802      0.12888280
       5.4654198    -0.042486368
       5.4956698    -0.075558202
       5.5259099    -0.097670003
       5.5561500    -0.078456686
       5.5863900    -0.048472649
       5.6166301   -0.0016290749
       5.6468801    -0.055574107
       5.6771202    -0.016858314
       5.7073598    -0.088194124
       5.7375998     -0.18802534
       5.7678399    -0.063359477
       5.7980900    -0.062650462
       5.8283300    -0.099549978
       5.8585701   -0.0022085389
       5.8888102     0.047719655
       5.9190502    -0.044565454
       5.9492998      0.17348897
       5.9795399      0.27922053
       6.0097799      0.38460178
       6.0400200      0.42885622
       6.0702600      0.45492746
       6.1005101      0.58957381
       6.1307502      0.95875960
       6.1609902       1.6126485
       6.1912298       1.9698660
       6.2214699       1.9717211
       6.2517200       1.5611520
       6.2819600       1.1789432
       6.3122001      0.89641146
       6.3424401      0.59893277
       6.3726802      0.41318465
       6.4029298      0.35086559
       6.4331698      0.27594455
       6.4634099      0.11175228
       6.4936500     0.046248088
       6.5238900    -0.013835960
       6.5541401   -0.0042771213
       6.5843801     0.076707899
       6.6146202      0.16179348
       6.6448598      0.14906285
       6.6750998     0.011703410
       6.7053499   -0.0094886919
       6.7355900     0.050489603
       6.7658300    -0.019317613
       6.7960701    -0.040157478
       6.8263102    -0.036167634
       6.8565602    -0.060274935
       6.8867998    -0.078916605
       6.9170399    -0.033090189
       6.9472799    -0.023539862
       6.9775200    -0.068504271
       7.0077701    -0.080717288
       7.0380101    -0.043192315
       7.0682502     0.067689915
       7.0984902     0.092692167
       7.1287298     0.060008976
       7.1589799     0.046915128
       7.1892200      0.10710243
       7.2194600      0.19064721
       7.2497001      0.20824642
       7.2799401      0.32307120
       7.3101902      0.45708388
       7.3404298      0.58752295
       7.3706698      0.72226132
       7.4009099      0.91716305
       7.4205799       1.3665382
       7.4311500       1.1471419
       7.4508300       1.5332686
       7.4614000       1.3784652
       7.4810700       1.7485245
       7.4916401       1.6008470
       7.5113101       1.9749594
       7.5218801       1.7638673
       7.5415502       2.2786182
       7.5521202       1.9712678
       7.5717902       2.4218035
       7.5823598       2.2072423
       7.6020398       2.5132040
       7.6217098       2.5450943
       7.6322799       2.4222312
       7.6625199       2.3687594
       7.6821899       2.3868053
       7.6927600       2.2487106
       7.7230000       2.1365282
       7.7426701       2.2069798
       7.7532501       2.0663942
       7.7834902       1.9615326
       7.8031602       2.0818844
       7.8137298       1.9035583
       7.8439698       1.8889050
       7.8636398       1.7624519
       7.8742099       1.7248596
       7.9044600       1.5744999
       7.9241199       1.4720335
       7.9347000       1.3826971
       7.9649401       1.2241131
       7.9846101       1.2343755
       7.9951801       1.1694146
       8.0254202       1.0323581
       8.0450897      0.95911055
       8.0556698      0.83466825
       8.0859098      0.74231215
       8.1055803      0.63257098
       8.1161499      0.67214099
       8.1463900      0.65330579
       8.1660604      0.57600561
       8.1766300      0.56878792
       8.2068796      0.53231288
       8.2265396      0.54440759
       8.2371197      0.55989085
       8.2673597      0.56983779
       8.2870302      0.64037415
       8.2975998      0.65122361
       8.3278399      0.62595901
       8.3475103      0.70429571
       8.3580904      0.67744381
       8.3883305      0.72593061
       8.4079905      0.67647081
       8.4185696      0.74526335
       8.4488096      0.74500644
       8.4684801      0.88190184
       8.4790497      0.60433217
       8.5289602       1.0881656
       8.5894403       1.1091598
       8.6499300       1.0281242
       8.7104101      0.77755834
       8.7708998      0.44291014
       8.8313799      0.14839543
       8.8918600    -0.057894748
       8.9523497    -0.013512621
       9.0128298    -0.081042730
       9.0733099    -0.034265834
       9.1337996     0.023489263
       9.1942797     0.013834994
       9.2547598     0.055880655
       9.3152504     0.053325770
       9.3757296      0.10970432
       9.4362202      0.12803815
       9.4967003      0.10415939
       9.5571804     0.088903890
       9.6176701      0.11449179
       9.6781502     0.064609964
       9.7386303      0.12122467
       9.7991199    0.0052084368
       9.8596001    -0.075358634
       9.9200802    -0.047205571
       9.9805698    -0.017036674
       10.041050   -0.0031134664
       10.101540    0.0059375936
       10.162020    -0.072259669
       10.222500     -0.11815510
       10.282991     -0.16315501
       10.343470    -0.077008104
       10.403950    -0.090637639
       10.464440    -0.080945304
       10.524921     0.010611178
       10.585400   -0.0080022583
       10.645890     0.052555219
       10.706370     0.070555269
       10.766860     0.068725024
       10.827340     0.056148672
       10.887820      0.20205402
       10.948310      0.44005953
       11.008790      0.70880036
       11.069270      0.99105011
       11.129760       1.6165925
       11.190240       2.8565545
       11.250720       3.2890647
       11.311210       2.7255652
       11.371690       1.8754662
       11.432180       1.2592165
       11.492660      0.87549958
       11.553140      0.64050334
       11.613630      0.49700568
       11.674110      0.30776017
       11.734590      0.18246654
       11.795080     0.095646795
       11.855560      0.10606887
       11.916040      0.19518479
       11.976530      0.12210017
       12.037010     0.017460042
       12.097500     0.024033182
       12.157980     0.031908265
       12.218460     0.061706988
       12.278950      0.10480769
       12.339430      0.24738430
       12.399910      0.32407237
       12.460400      0.34472343
       12.520880      0.42816831
       12.581360      0.53581562
       12.641851      0.58139381
       12.702330      0.67502006
       12.762810      0.76976094
       12.823300      0.51036084
       12.883779      0.15945143
       12.944270    -0.040271842
       13.004750    -0.084331294
       13.065230     -0.11594019
       13.125720    -0.031264129
       13.186200    -0.028553285
       13.246680    -0.017322629
       13.307170     -0.11301098
       13.367650    -0.071667757
       13.428130    -0.058013991
       13.488620    0.0029684581
       13.549100     0.035565696
       13.609590     0.061557070
       13.670070     0.065676759
       13.730550     0.025552162
       13.791040    -0.064064612
       13.851520    -0.046791754
       13.912000     0.083992034
       13.972490     0.062716318
       14.032970     0.074231911
       14.093450      0.13130409
       14.153940     0.050950585
