         891           4           3
Mon Jul 11 16:08:31 2005
classA_77_86.fits
    lambda (um)    Flux (Jy)   Sigma (Jy)    AOT ident.
      8.69946     0.250947     0.415090      0.00000
      8.70218     0.245963     0.452756      0.00000
      8.70490     0.239753     0.443108      0.00000
      8.70762     0.228165     0.486008      0.00000
      8.71035     0.213893     0.348561      0.00000
      8.71307     0.198988     0.385330      0.00000
      8.71579     0.209307     0.437285      0.00000
      8.71852     0.237600     0.502353      0.00000
      8.72124     0.257220     0.518042      0.00000
      8.72397     0.254977     0.488683      0.00000
      8.72669     0.234770     0.504935      0.00000
      8.72942     0.207645     0.444382      0.00000
      8.73215     0.184216     0.410142      0.00000
      8.73488     0.187423     0.319030      0.00000
      8.73761     0.196290     0.583711      0.00000
      8.74034     0.197866     0.601342      0.00000
      8.74307     0.189955     0.394020      0.00000
      8.74580     0.178195     0.440306      0.00000
      8.74854     0.170759     0.475063      0.00000
      8.75127     0.165679     0.557090      0.00000
      8.75401     0.180053     0.415178      0.00000
      8.75674     0.193137     0.413563      0.00000
      8.75948     0.181419     0.561858      0.00000
      8.76222     0.153886     0.565204      0.00000
      8.76496     0.126556     0.515175      0.00000
      8.76770     0.114928     0.390340      0.00000
      8.77044     0.120181     0.411297      0.00000
      8.77318     0.116156     0.469905      0.00000
      8.77592     0.123177     0.590020      0.00000
      8.77866     0.132213     0.775842      0.00000
      8.78141     0.138174     0.673093      0.00000
      8.78415     0.133522     0.517807      0.00000
      8.78690     0.106063     0.594555      0.00000
      8.78964    0.0901956     0.507463      0.00000
      8.79239    0.0743198     0.457502      0.00000
      8.79514    0.0750600     0.475526      0.00000
      8.79789    0.0809045     0.232710      0.00000
      8.80064    0.0837118     0.224575      0.00000
      8.80339    0.0752791     0.505119      0.00000
      8.80614    0.0587762     0.528799      0.00000
      8.80889    0.0546907     0.366279      0.00000
      8.81164    0.0629463     0.497273      0.00000
      8.81440    0.0706433     0.516737      0.00000
      8.81715    0.0637271     0.515745      0.00000
      8.81991    0.0626388     0.551289      0.00000
      8.82267    0.0682871     0.417375      0.00000
      8.82542    0.0754112     0.375274      0.00000
      8.82818    0.0604594     0.678268      0.00000
      8.83094    0.0442826     0.649861      0.00000
      8.83370    0.0398521     0.576184      0.00000
      8.83646    0.0487923     0.506012      0.00000
      8.83922    0.0539162     0.405568      0.00000
      8.84199    0.0505070     0.311752      0.00000
      8.84475    0.0445184     0.234046      0.00000
      8.84751    0.0277491     0.573292      0.00000
      8.85028    0.0134683     0.614485      0.00000
      8.85305   0.00871269     0.381777      0.00000
      8.85581    0.0136389     0.408681      0.00000
      8.85858    0.0274543     0.439453      0.00000
      8.86135    0.0378742     0.316057      0.00000
      8.86412    0.0383342     0.236138      0.00000
      8.86689    0.0261129     0.412502      0.00000
      8.86966    0.0168177     0.390842      0.00000
      8.87243    0.0189046     0.481646      0.00000
      8.87521    0.0209179     0.627380      0.00000
      8.87798    0.0176099     0.472695      0.00000
      8.88075    0.0146342     0.264526      0.00000
      8.88353    0.0136959     0.383144      0.00000
      8.88631    0.0124095     0.452935      0.00000
      8.88908    0.0300689     0.408586      0.00000
      8.89186    0.0514618     0.467135      0.00000
      8.89464    0.0665159     0.419229      0.00000
      8.89742    0.0488534     0.437362      0.00000
      8.90020    0.0191616     0.533373      0.00000
      8.90298  -0.00596836     0.302381      0.00000
      8.90577   -0.0163591     0.383869      0.00000
      8.90855   -0.0180632     0.366323      0.00000
      8.91134   -0.0194701     0.303199      0.00000
      8.91412  -0.00733119     0.455536      0.00000
      8.91691   0.00391801     0.516463      0.00000
      8.91969   0.00213609     0.487000      0.00000
      8.92248   0.00548622     0.410004      0.00000
      8.92527   0.00833172     0.540126      0.00000
      8.92806    0.0253528     0.613493      0.00000
      8.93085    0.0222224     0.579352      0.00000
      8.93364   0.00942671     0.668438      0.00000
      8.93643  0.000360069     0.611561      0.00000
      8.93923   -0.0129127     0.477739      0.00000
      8.94202   -0.0111539     0.574314      0.00000
      8.94481   -0.0267158     0.630585      0.00000
      8.94761   -0.0356044     0.540316      0.00000
      8.95041   -0.0352925     0.612802      0.00000
      8.95321   -0.0273199     0.611420      0.00000
      8.95600   -0.0222844     0.584839      0.00000
      8.95880   -0.0187211     0.606188      0.00000
      8.96160   -0.0120030     0.488496      0.00000
      8.96440   0.00714269     0.435319      0.00000
      8.96721    0.0129957     0.393470      0.00000
      8.97001    0.0272057     0.352470      0.00000
      8.97281    0.0340504     0.404601      0.00000
      8.99808    0.0207375     0.332381      0.00000
      9.00090  -0.00925531     0.465394      0.00000
      9.00371   -0.0147151     0.484788      0.00000
      9.00652   -0.0123634     0.463431      0.00000
      9.00934  -0.00179244     0.375544      0.00000
      9.01215  0.000394434     0.360850      0.00000
      9.01497   0.00478985     0.412312      0.00000
      9.01779  0.000121134     0.464801      0.00000
      9.02061  -0.00542082     0.535555      0.00000
      9.02343  -0.00553999     0.479918      0.00000
      9.02625    0.0118686     0.408909      0.00000
      9.02907    0.0187262     0.361841      0.00000
      9.03189   0.00122015     0.453936      0.00000
      9.03471   -0.0219199     0.426116      0.00000
      9.03754   -0.0191068     0.431701      0.00000
      9.04036  2.97065e-05     0.266837      0.00000
      9.04319    0.0113419     0.411480      0.00000
      9.04601    0.0145691     0.503239      0.00000
      9.04884    0.0190350     0.362075      0.00000
      9.05167    0.0224576     0.288183      0.00000
      9.05450    0.0266097     0.385290      0.00000
      9.05733    0.0143595     0.378605      0.00000
      9.06016  -0.00204255     0.389820      0.00000
      9.06299   -0.0236874     0.364989      0.00000
      9.06582   -0.0325693     0.483118      0.00000
      9.06866   -0.0268324     0.554178      0.00000
      9.07149   -0.0167466     0.427412      0.00000
      9.07433   -0.0117967     0.411552      0.00000
      9.07716   -0.0176476     0.378304      0.00000
      9.08000   -0.0130957     0.422975      0.00000
      9.08284   0.00911200     0.446850      0.00000
      9.08568    0.0271067     0.348905      0.00000
      9.08852    0.0132129     0.607781      0.00000
      9.09136    0.0103449     0.648163      0.00000
      9.09420    0.0182238     0.543562      0.00000
      9.09704    0.0358898     0.464722      0.00000
      9.09988    0.0276473     0.461836      0.00000
      9.10273    0.0191325     0.384524      0.00000
      9.10557    0.0165143     0.553009      0.00000
      9.10842    0.0244841     0.628286      0.00000
      9.11127    0.0234709     0.563210      0.00000
      9.11411    0.0171955     0.476307      0.00000
      9.11696   0.00589944     0.419587      0.00000
      9.11981   0.00769811     0.410563      0.00000
      9.12266    0.0268517     0.427608      0.00000
      9.12551    0.0434251     0.640802      0.00000
      9.12836    0.0236258     0.651889      0.00000
      9.13122   -0.0196453     0.577064      0.00000
      9.13407   -0.0330074     0.464512      0.00000
      9.13693   -0.0171783     0.430215      0.00000
      9.13978    0.0101229     0.289823      0.00000
      9.14264  -0.00491166     0.416829      0.00000
      9.14550   -0.0295367     0.650613      0.00000
      9.14835   -0.0160435     0.606603      0.00000
      9.15121    0.0281177     0.768442      0.00000
      9.15407    0.0750327     0.604653      0.00000
      9.15694    0.0743253     0.598219      0.00000
      9.15980    0.0468391     0.707385      0.00000
      9.16266    0.0453329     0.749366      0.00000
      9.16552    0.0275857     0.713004      0.00000
      9.16839    0.0128168     0.700724      0.00000
      9.17125   -0.0160554     0.658037      0.00000
      9.17412   -0.0222043     0.584706      0.00000
      9.17699   -0.0167948     0.606175      0.00000
      9.17986   -0.0184143     0.729739      0.00000
      9.18272  -0.00359216     0.636106      0.00000
      9.18560   0.00288057     0.535945      0.00000
      9.18847   0.00711328     0.306363      0.00000
      9.19134 -7.47365e-05     0.189723      0.00000
      9.19421  -0.00229747     0.358419      0.00000
      9.19708    0.0157415     0.598567      0.00000
      9.19996    0.0204775     0.648826      0.00000
      9.20283   0.00714237     0.588861      0.00000
      9.20571   -0.0226486     0.428764      0.00000
      9.20859   -0.0199126     0.486750      0.00000
      9.21147    0.0134513     0.557439      0.00000
      9.21434    0.0332238     0.458048      0.00000
      9.21723    0.0352368     0.528569      0.00000
      9.22011    0.0317129     0.561443      0.00000
      9.22299    0.0304211     0.385820      0.00000
      9.22587    0.0109871     0.313639      0.00000
      9.22875   -0.0279216     0.473069      0.00000
      9.23164   -0.0527951     0.509250      0.00000
      9.23452   -0.0457770     0.452075      0.00000
      9.23741   -0.0173787     0.491858      0.00000
      9.24030    0.0135143     0.562555      0.00000
      9.24319    0.0348433     0.579194      0.00000
      9.24607    0.0321472     0.519672      0.00000
      9.24896    0.0175217     0.658525      0.00000
      9.25185   0.00384603     0.660668      0.00000
      9.25475   0.00418682     0.550629      0.00000
      9.25764 -0.000610800     0.682928      0.00000
      9.26053   0.00173242     0.748082      0.00000
      9.26343  0.000946826     0.947223      0.00000
      9.26632   0.00955917     0.894144      0.00000
      9.26922   0.00356463     0.434109      0.00000
      9.27211   0.00126120     0.365988      0.00000
      9.27501  0.000447414     0.275075      0.00000
      9.27791   0.00852240     0.352332      0.00000
      9.28081    0.0258681     0.719002      0.00000
      9.28371    0.0372200     0.964702      0.00000
      9.28661    0.0167908     0.802420      0.00000
      9.28952  -0.00547399     0.727840      0.00000
      9.29242  -0.00648859     0.795274      0.00000
      9.29532    0.0273622     0.788830      0.00000
      9.29823    0.0469122     0.574713      0.00000
      9.30114    0.0355132     0.574980      0.00000
      9.30404   0.00769382     0.642856      0.00000
      9.30695  -0.00777619     0.399905      0.00000
      9.30986   -0.0110320     0.359739      0.00000
      9.31277   0.00265019     0.442732      0.00000
      9.31568   0.00830731     0.565863      0.00000
      9.31859   0.00250285     0.604885      0.00000
      9.32150  0.000226646     0.567854      0.00000
      9.32442    0.0174043     0.607322      0.00000
      9.32733    0.0322035     0.614372      0.00000
      9.33025    0.0388033     0.730306      0.00000
      9.33316    0.0260165     0.663229      0.00000
      9.33608    0.0236193     0.600814      0.00000
      9.33900    0.0270148     0.595696      0.00000
      9.34192    0.0321538     0.350921      0.00000
      9.34484    0.0375882     0.291772      0.00000
      9.34776    0.0340266     0.459462      0.00000
      9.35068    0.0329486     0.668190      0.00000
      9.35360    0.0286009     0.545410      0.00000
      9.35653    0.0232972     0.331594      0.00000
      9.35945    0.0182367     0.470458      0.00000
      9.36238    0.0266743     0.537200      0.00000
      9.36530    0.0272612     0.533830      0.00000
      9.36823    0.0172384     0.597283      0.00000
      9.37116   0.00577296     0.652606      0.00000
      9.37409    0.0119921     0.499315      0.00000
      9.37701    0.0195234     0.417602      0.00000
      9.37995    0.0111560     0.603553      0.00000
      9.38288  -0.00283746     0.656894      0.00000
      9.38581   0.00485022     0.684038      0.00000
      9.38874    0.0345217     0.638712      0.00000
      9.39168    0.0529510     0.557139      0.00000
      9.39461    0.0508338     0.656120      0.00000
      9.39755    0.0362084     0.753610      0.00000
      9.40049    0.0241647     0.677164      0.00000
      9.40343    0.0274678     0.640103      0.00000
      9.40636    0.0249667     0.544786      0.00000
      9.40930    0.0157124     0.433147      0.00000
      9.41225   0.00790033     0.336297      0.00000
      9.41519    0.0186310     0.420528      0.00000
      9.41813    0.0223764     0.580520      0.00000
      9.42107    0.0231091     0.533899      0.00000
      9.42402    0.0160997     0.532626      0.00000
      9.42696    0.0167297     0.438010      0.00000
      9.42991   0.00701595     0.415582      0.00000
      9.43286   0.00174839     0.495959      0.00000
      9.43581    0.0165139     0.385384      0.00000
      9.43876    0.0265611     0.445959      0.00000
      9.44170    0.0258899     0.882772      0.00000
      9.44466    0.0107352     0.715882      0.00000
      9.44761   0.00621991     0.478880      0.00000
      9.45056    0.0127666     0.601559      0.00000
      9.45351    0.0185994     0.705294      0.00000
      9.45647    0.0273404     0.744994      0.00000
      9.45942    0.0441243     0.511201      0.00000
      9.46238    0.0666497     0.674325      0.00000
      9.46534    0.0783321     0.749091      0.00000
      9.46830    0.0741164     0.540151      0.00000
      9.47126    0.0638130     0.492157      0.00000
      9.47422    0.0477964     0.716081      0.00000
      9.47718    0.0310547     0.959173      0.00000
      9.48014    0.0254602     0.945600      0.00000
      9.48310    0.0261039     0.724719      0.00000
      9.48607    0.0368507     0.578296      0.00000
      9.48903    0.0436228     0.535755      0.00000
      9.49200    0.0590421     0.495465      0.00000
      9.49496    0.0613001     0.521147      0.00000
