         640           4           3
Mon Jul 11 15:35:33 2005
classA_11.fits
    lambda (um)    Flux (Jy)   Sigma (Jy)    AOT ident.
      10.7651    0.0292404     0.703479      7.00000
      10.7669    0.0313184     0.680938      7.00000
      10.7687    0.0337660     0.780678      7.00000
      10.7704    0.0353357     0.677759      7.00000
      10.7722    0.0352838     0.681625      7.00000
      10.7740    0.0333452     0.614902      7.00000
      10.7758    0.0304845     0.436369      7.00000
      10.7776    0.0290412     0.385303      7.00000
      10.7794    0.0288317     0.403256      7.00000
      10.7812    0.0306898     0.475181      7.00000
      10.7830    0.0326002     0.516209      7.00000
      10.7848    0.0340974     0.502576      7.00000
      10.7866    0.0334704     0.498524      7.00000
      10.7884    0.0318477     0.438533      7.00000
      10.7902    0.0307802     0.436829      7.00000
      10.7920    0.0292963     0.486460      7.00000
      10.7938    0.0294103     0.513236      7.00000
      10.7956    0.0313084     0.499790      7.00000
      10.7974    0.0325342     0.552317      7.00000
      10.7992    0.0342814     0.658221      7.00000
      10.8010    0.0346517     0.634646      7.00000
      10.8028    0.0338255     0.744883      7.00000
      10.8046    0.0306230     0.569809      7.00000
      10.8064    0.0266314     0.533279      7.00000
      10.8082    0.0215097     0.478041      7.00000
      10.8100    0.0181110     0.470580      7.00000
      10.8118    0.0168361     0.483170      7.00000
      10.8136    0.0181362     0.414408      7.00000
      10.8154    0.0214002     0.456799      7.00000
      10.8172    0.0251541     0.436287      7.00000
      10.8190    0.0260199     0.347721      7.00000
      10.8208    0.0233296     0.452024      7.00000
      10.8226    0.0197261     0.531421      7.00000
      10.8244    0.0167983     0.413128      7.00000
      10.8262    0.0132599     0.389141      7.00000
      10.8280    0.0127725     0.477718      7.00000
      10.8298    0.0146776     0.436666      7.00000
      10.8317    0.0160229     0.426621      7.00000
      10.8335    0.0158934     0.715109      7.00000
      10.8353    0.0129396     0.689575      7.00000
      10.8371    0.0109649     0.656823      7.00000
      10.8389   0.00809790     0.612591      7.00000
      10.8407   0.00763765     0.303929      7.00000
      10.8425   0.00710791     0.424202      7.00000
      10.8443    0.0122128     0.396501      7.00000
      10.8461    0.0146802     0.558347      7.00000
      10.8479    0.0186440     0.665423      7.00000
      10.8497    0.0202295     0.476554      7.00000
      10.8515    0.0204857     0.449066      7.00000
      10.8533    0.0196513     0.334442      7.00000
      10.8551    0.0182293     0.619971      7.00000
      10.8570    0.0173073     0.659332      7.00000
      10.8588    0.0155411     0.640207      7.00000
      10.8606    0.0158935     0.631911      7.00000
      10.8624    0.0159324     0.332432      7.00000
      10.8642    0.0184152     0.602178      7.00000
      10.8660    0.0209348     0.619697      7.00000
      10.8678    0.0232770     0.639387      7.00000
      10.8696    0.0244052     0.710968      7.00000
      10.8714    0.0224684     0.571607      7.00000
      10.8733    0.0195870     0.551728      7.00000
      10.8751    0.0155490     0.435377      7.00000
      10.8769    0.0128431     0.342349      7.00000
      10.8787   0.00974592     0.374665      7.00000
      10.8805   0.00872594     0.415053      7.00000
      10.8823   0.00991422     0.404060      7.00000
      10.8841    0.0135909     0.449451      7.00000
      10.8859    0.0190145     0.537720      7.00000
      10.8878    0.0240419     0.449509      7.00000
      10.8896    0.0285906     0.537202      7.00000
      10.8914    0.0306138     0.525357      7.00000
      10.8932    0.0300750     0.560949      7.00000
      10.8950    0.0267568     0.498566      7.00000
      10.8968    0.0263021     0.486691      7.00000
      10.8987    0.0270586     0.586633      7.00000
      10.9005    0.0286749     0.402417      7.00000
      10.9023    0.0302935     0.480919      7.00000
      10.9041    0.0341654     0.349120      7.00000
      10.9059    0.0350712     0.310275      7.00000
      10.9077    0.0359735     0.324065      7.00000
      10.9096    0.0340906     0.366052      7.00000
      10.9114    0.0327952     0.533535      7.00000
      10.9132    0.0272429     0.501352      7.00000
      10.9150    0.0261184     0.523317      7.00000
      10.9168    0.0229303     0.653741      7.00000
      10.9187    0.0244199     0.700796      7.00000
      10.9205    0.0255989     0.760910      7.00000
      10.9223    0.0301047     0.776087      7.00000
      10.9241    0.0350224     0.624104      7.00000
      10.9259    0.0413697     0.446465      7.00000
      10.9278    0.0451634     0.694533      7.00000
      10.9296    0.0475274     0.808382      7.00000
      10.9314    0.0478202     0.649556      7.00000
      10.9332    0.0448187     0.602406      7.00000
      10.9350    0.0427616     0.332494      7.00000
      10.9369    0.0409291     0.293476      7.00000
      10.9387    0.0402739     0.282851      7.00000
      10.9405    0.0423552     0.215633      7.00000
      10.9423    0.0439515     0.355098      7.00000
      10.9442    0.0454831     0.370789      7.00000
      10.9460    0.0457981     0.390550      7.00000
      10.9478    0.0477784     0.530312      7.00000
      10.9496    0.0473451     0.436141      7.00000
      10.9515    0.0477455     0.605564      7.00000
      10.9533    0.0449984     0.593523      7.00000
      10.9551    0.0447295     0.556588      7.00000
      10.9569    0.0433798     0.613163      7.00000
      10.9588    0.0458613     0.561220      7.00000
      10.9606    0.0486814     0.561196      7.00000
      10.9624    0.0542588     0.489705      7.00000
      10.9642    0.0587487     0.302634      7.00000
      10.9661    0.0637532     0.379647      7.00000
      10.9679    0.0682083     0.396416      7.00000
      10.9697    0.0720664     0.513327      7.00000
      10.9716    0.0755447     0.535618      7.00000
      10.9734    0.0789998     0.581767      7.00000
      10.9752    0.0823343     0.418969      7.00000
      10.9770    0.0858060     0.410148      7.00000
      10.9789    0.0907809     0.397515      7.00000
      10.9807    0.0948046     0.405541      7.00000
      10.9825    0.0979388     0.298908      7.00000
      10.9844     0.102631     0.311486      7.00000
      10.9862     0.107819     0.349678      7.00000
      10.9880     0.115192     0.578837      7.00000
      10.9899     0.120936     0.624590      7.00000
      10.9917     0.126399     0.840603      7.00000
      10.9935     0.128476     0.603822      7.00000
      10.9954     0.130960     0.676279      7.00000
      10.9972     0.130463     0.597995      7.00000
      10.9990     0.131321     0.413462      7.00000
      11.0009     0.133064     0.459071      7.00000
      11.0027     0.136648     0.457946      7.00000
      11.0045     0.138239     0.592290      7.00000
      11.0064     0.139608     0.551989      7.00000
      11.0082     0.141487     0.559906      7.00000
      11.0100     0.143034     0.425330      7.00000
      11.0119     0.144724     0.480729      7.00000
      11.0137     0.142924     0.554661      7.00000
      11.0155     0.139983     0.555860      7.00000
      11.0174     0.136536     0.845931      7.00000
      11.0192     0.134270     0.622535      7.00000
      11.0210     0.131934     0.613374      7.00000
      11.0229     0.130751     0.576075      7.00000
      11.0247     0.131725     0.510093      7.00000
      11.0266     0.131617     0.663142      7.00000
      11.0284     0.133632     0.651494      7.00000
      11.0302     0.134825     0.671733      7.00000
      11.0321     0.138237     0.631855      7.00000
      11.0339     0.139405     0.593033      7.00000
      11.0357     0.138356     0.540300      7.00000
      11.0376     0.134946     0.614990      7.00000
      11.0394     0.129370     0.560057      7.00000
      11.0413     0.126331     0.536857      7.00000
      11.0431     0.124032     0.588506      7.00000
      11.0449     0.126509     0.546604      7.00000
      11.0468     0.128087     0.509451      7.00000
      11.0486     0.133331     0.406402      7.00000
      11.0505     0.136222     0.496371      7.00000
      11.0523     0.139894     0.615819      7.00000
      11.0542     0.139107     0.585180      7.00000
      11.0560     0.137576     0.668866      7.00000
      11.0578     0.131968     0.671906      7.00000
      11.0597     0.126353     0.652628      7.00000
      11.0615     0.120913     0.413110      7.00000
      11.0634     0.118087     0.356611      7.00000
      11.0652     0.116788     0.573195      7.00000
      11.0671     0.118153     0.514583      7.00000
      11.0689     0.121553     0.555127      7.00000
      11.0707     0.122287     0.716753      7.00000
      11.0726     0.123058     0.689220      7.00000
      11.0744     0.121546     0.665206      7.00000
      11.0763     0.117660     0.722665      7.00000
      11.0781     0.110667     0.534357      7.00000
      11.0800     0.102364     0.341130      7.00000
      11.0818    0.0938130     0.412393      7.00000
      11.0837    0.0875673     0.334897      7.00000
      11.0855    0.0844272     0.256677      7.00000
      11.0874    0.0867314     0.342364      7.00000
      11.0892    0.0921406     0.393504      7.00000
      11.0911     0.100039     0.563330      7.00000
      11.0929     0.105346     0.541769      7.00000
      11.0948     0.108617     0.546223      7.00000
      11.0966     0.106245     0.495830      7.00000
      11.0985     0.101703     0.468191      7.00000
      11.1003    0.0950343     0.348801      7.00000
      11.1022    0.0905853     0.347820      7.00000
      11.1040    0.0875376     0.292128      7.00000
      11.1059    0.0865565     0.292736      7.00000
      11.1077    0.0886662     0.263975      7.00000
      11.1096    0.0943045     0.511765      7.00000
      11.1114    0.0999582     0.505526      7.00000
      11.1133     0.106907     0.474863      7.00000
      11.1151     0.112442     0.479526      7.00000
      11.1170     0.115488     0.478916      7.00000
      11.1188     0.113699     0.505085      7.00000
      11.1207     0.112920     0.572828      7.00000
      11.1225     0.109326     0.485908      7.00000
      11.1244     0.109379     0.555088      7.00000
      11.1262     0.109604     0.642115      7.00000
      11.1281     0.114338     0.612056      7.00000
      11.1299     0.119494     0.553009      7.00000
      11.1318     0.128189     0.615651      7.00000
      11.1337     0.136576     0.489510      7.00000
      11.1355     0.146985     0.669373      7.00000
      11.1374     0.156723     0.461856      7.00000
      11.1392     0.165064     0.513525      7.00000
      11.1411     0.171395     0.323486      7.00000
      11.1429     0.176272     0.264791      7.00000
      11.1448     0.180735     0.362332      7.00000
      11.1467     0.189324     0.292105      7.00000
      11.1485     0.201113     0.428276      7.00000
      11.1504     0.221457     0.764321      7.00000
      11.1522     0.244337     0.832491      7.00000
      11.1541     0.268827      1.06784      7.00000
      11.1559     0.289960     0.858498      7.00000
      11.1578     0.308701     0.890916      7.00000
      11.1597     0.323653     0.739091      7.00000
      11.1615     0.338591     0.866785      7.00000
      11.1634     0.355195     0.972272      7.00000
      11.1652     0.373374     0.732828      7.00000
      11.1671     0.400446      1.13532      7.00000
      11.1690     0.428133      1.10248      7.00000
      11.1708     0.464072      1.47663      7.00000
      11.1727     0.502791      1.76794      7.00000
      11.1746     0.554032      1.91512      7.00000
      11.1764     0.601767      2.21436      7.00000
      11.1783     0.652484      2.10599      7.00000
      11.1801     0.691138      2.18628      7.00000
      11.1820     0.723539      1.48046      7.00000
      11.1839     0.746057      1.64920      7.00000
      11.1857     0.766031      2.05270      7.00000
      11.1876     0.785644      2.03313      7.00000
      11.1895     0.806618      2.40623      7.00000
      11.1913     0.834445      2.00388      7.00000
      11.1932     0.859985      2.10846      7.00000
      11.1951     0.893906      2.36403      7.00000
      11.1969     0.925232      2.47799      7.00000
      11.1988     0.956215      2.14455      7.00000
      11.2007     0.978982      1.82732      7.00000
      11.2025     0.998592      2.13812      7.00000
      11.2044      1.00077      1.83658      7.00000
      11.2063     0.993416      1.55201      7.00000
      11.2081     0.979254      1.69438      7.00000
      11.2100     0.966873      2.22646      7.00000
      11.2119     0.956580      2.17506      7.00000
      11.2137     0.952417      1.97002      7.00000
      11.2156     0.953707      2.12533      7.00000
      11.2175     0.961116      1.89072      7.00000
      11.2193     0.974144      2.05484      7.00000
      11.2212     0.982562      2.22491      7.00000
      11.2231     0.990104      2.24627      7.00000
      11.2250     0.993196      1.98392      7.00000
      11.2268     0.988777      1.88139      7.00000
      11.2287     0.977199      1.74673      7.00000
      11.2306     0.962513      1.80369      7.00000
      11.2324     0.949153      1.76475      7.00000
      11.2343     0.937987      1.94090      7.00000
      11.2362     0.935033      2.36382      7.00000
      11.2381     0.933059      2.45482      7.00000
      11.2399     0.939010      2.54386      7.00000
      11.2418     0.944730      2.56344      7.00000
      11.2437     0.942387      2.27626      7.00000
      11.2456     0.940306      2.31004      7.00000
      11.2474     0.931161      2.42000      7.00000
      11.2493     0.919332      2.27361      7.00000
      11.2512     0.903326      2.14650      7.00000
      11.2531     0.890364      2.19478      7.00000
      11.2549     0.879058      2.27580      7.00000
      11.2568     0.871245      2.25162      7.00000
      11.2587     0.864739      2.09325      7.00000
      11.2606     0.857598      1.91044      7.00000
      11.2624     0.854231      1.81987      7.00000
      11.2643     0.851166      1.69137      7.00000
      11.2662     0.847865      2.07019      7.00000
      11.2681     0.839843      2.08334      7.00000
      11.2699     0.828187      2.13649      7.00000
      11.2718     0.814533      2.29303      7.00000
      11.2737     0.792902      2.08964      7.00000
      11.2756     0.774452      1.70032      7.00000
      11.2775     0.759542      1.40921      7.00000
      11.2793     0.752764      1.39997      7.00000
      11.2812     0.752770      1.29857      7.00000
      11.2831     0.757953      1.51943      7.00000
      11.2850     0.764016      1.33845      7.00000
      11.2869     0.765788      1.27248      7.00000
      11.2887     0.758606      1.22028      7.00000
      11.2906     0.744642      1.60333      7.00000
      11.2925     0.728718      1.51144      7.00000
      11.2944     0.711472      1.69784      7.00000
      11.2963     0.693544      1.13962      7.00000
      11.2982     0.681325      1.26570      7.00000
      11.3000     0.676890      1.36538      7.00000
      11.3019     0.676184      1.27715      7.00000
      11.3038     0.682423      1.42844      7.00000
      11.3057     0.691117      1.39547      7.00000
      11.3076     0.696528      1.16423      7.00000
      11.3095     0.693589      1.31618      7.00000
      11.3113     0.682153      1.49298      7.00000
      11.3132     0.660879      1.54031      7.00000
      11.3151     0.636180      1.05485      7.00000
      11.3170     0.614483      1.35541      7.00000
      11.3189     0.596394      1.09766      7.00000
      11.3208     0.583358     0.988326      7.00000
      11.3227     0.571507     0.752398      7.00000
      11.3245     0.561958     0.743928      7.00000
      11.3264     0.557696     0.894718      7.00000
      11.3283     0.555774     0.921986      7.00000
      11.3302     0.556642      1.07200      7.00000
      11.3321     0.558473     0.954140      7.00000
      11.3340     0.558330      1.24923      7.00000
      11.3359     0.550926      1.35109      7.00000
      11.3378     0.539397      1.35747      7.00000
      11.3397     0.521403      1.47704      7.00000
      11.3415     0.502977      1.24762      7.00000
      11.3434     0.487770      1.19956      7.00000
      11.3453     0.476628     0.876452      7.00000
      11.3472     0.465895     0.897532      7.00000
      11.3491     0.459560     0.961069      7.00000
      11.3510     0.451946     0.827047      7.00000
      11.3529     0.446359      1.03757      7.00000
      11.3548     0.440238      1.08190      7.00000
      11.3567     0.435051      1.00105      7.00000
      11.3586     0.427156     0.932086      7.00000
      11.3605     0.420401     0.688382      7.00000
      11.3624     0.411704     0.698725      7.00000
      11.3643     0.403690     0.585767      7.00000
      11.3661     0.394407     0.692475      7.00000
      11.3680     0.388326     0.831528      7.00000
      11.3699     0.382444     0.784317      7.00000
      11.3718     0.378152     0.854645      7.00000
      11.3737     0.372370     0.736358      7.00000
      11.3756     0.367525     0.723449      7.00000
      11.3775     0.360994     0.560764      7.00000
      11.3794     0.355632     0.584341      7.00000
      11.3813     0.349221     0.532891      7.00000
      11.3832     0.344665     0.541277      7.00000
      11.3851     0.341494     0.562522      7.00000
      11.3870     0.339245     0.520126      7.00000
      11.3889     0.337257     0.722309      7.00000
      11.3908     0.335132     0.694429      7.00000
      11.3927     0.333185     0.781761      7.00000
      11.3946     0.329591     0.783896      7.00000
      11.3965     0.325522     0.776211      7.00000
      11.3984     0.321279      1.00825      7.00000
      11.4003     0.315144     0.889745      7.00000
      11.4022     0.308605      1.01871      7.00000
      11.4041     0.298416     0.837543      7.00000
      11.4060     0.290477     0.819672      7.00000
      11.4079     0.279611     0.702812      7.00000
      11.4098     0.272849     0.651084      7.00000
      11.4117     0.264394     0.635457      7.00000
      11.4136     0.260998     0.726216      7.00000
      11.4155     0.256347     0.848406      7.00000
      11.4174     0.255091     0.857536      7.00000
      11.4193     0.252597     0.805173      7.00000
      11.4212     0.250985     0.647408      7.00000
      11.4231     0.247772     0.529098      7.00000
      11.4250     0.243640     0.437868      7.00000
      11.4269     0.237963     0.508278      7.00000
      11.4288     0.231955     0.452835      7.00000
      11.4307     0.227569     0.361810      7.00000
      11.4326     0.225758     0.315809      7.00000
      11.4345     0.224452     0.380671      7.00000
      11.4365     0.223184     0.348495      7.00000
      11.4384     0.221558     0.553562      7.00000
      11.4403     0.219861     0.812529      7.00000
      11.4422     0.218137     0.793105      7.00000
      11.4441     0.213550     0.856062      7.00000
      11.4460     0.206695     0.856972      7.00000
      11.4479     0.197360     0.693154      7.00000
      11.4498     0.189418     0.754244      7.00000
      11.4517     0.181101     0.482808      7.00000
      11.4536     0.177428     0.388700      7.00000
      11.4555     0.178150     0.443663      7.00000
      11.4574     0.182570     0.435937      7.00000
      11.4594     0.185292     0.467468      7.00000
      11.4613     0.186742     0.543775      7.00000
      11.4632     0.185659     0.537009      7.00000
      11.4651     0.182374     0.601056      7.00000
      11.4670     0.177847     0.515326      7.00000
      11.4689     0.173480     0.327218      7.00000
      11.4708     0.168709     0.390494      7.00000
      11.4727     0.162953     0.354046      7.00000
      11.4746     0.158043     0.618503      7.00000
      11.4766     0.154071     0.562402      7.00000
      11.4785     0.150348     0.622113      7.00000
      11.4804     0.149460     0.517708      7.00000
      11.4823     0.149875     0.394127      7.00000
      11.4842     0.148367     0.290941      7.00000
      11.4861     0.146485     0.294005      7.00000
      11.4880     0.140135     0.473431      7.00000
      11.4900     0.133551     0.448419      7.00000
      11.4919     0.128297     0.653899      7.00000
      11.4938     0.125730     0.716531      7.00000
      11.4957     0.124541     0.832548      7.00000
      11.4976     0.126673     0.684715      7.00000
      11.4995     0.128592     0.707303      7.00000
      11.5014     0.130916     0.666362      7.00000
      11.5034     0.132693     0.627795      7.00000
      11.5053     0.136684     0.771240      7.00000
      11.5072     0.139804     0.672234      7.00000
      11.5091     0.142031     0.941708      7.00000
      11.5110     0.142937     0.799008      7.00000
      11.5130     0.142551     0.787824      7.00000
      11.5149     0.137843     0.833580      7.00000
      11.5168     0.131759     0.569978      7.00000
      11.5187     0.126322     0.563541      7.00000
      11.5206     0.122359     0.557150      7.00000
      11.5226     0.120694     0.561088      7.00000
      11.5245     0.120940     0.496125      7.00000
      11.5264     0.124103     0.507272      7.00000
      11.5283     0.123538     0.515098      7.00000
      11.5302     0.119631     0.467386      7.00000
      11.5322     0.117842     0.787869      7.00000
      11.5341     0.116276     0.828622      7.00000
      11.5360     0.116377     0.967326      7.00000
      11.5379     0.116688     0.987189      7.00000
      11.5398     0.116283     0.870502      7.00000
      11.5418     0.113355     0.791469      7.00000
      11.5437     0.109039     0.634067      7.00000
      11.5456     0.103206     0.461723      7.00000
      11.5475     0.101830     0.513485      7.00000
      11.5495     0.103852     0.606794      7.00000
      11.5514     0.106652     0.561240      7.00000
      11.5533     0.105371     0.607645      7.00000
      11.5552     0.101638     0.646238      7.00000
      11.5572    0.0950080     0.692455      7.00000
      11.5591    0.0888756     0.727994      7.00000
      11.5610    0.0827515     0.725877      7.00000
      11.5630    0.0787655     0.561872      7.00000
      11.5649    0.0741358     0.579894      7.00000
      11.5668    0.0708147     0.417879      7.00000
      11.5687    0.0686308     0.461918      7.00000
      11.5707    0.0673646     0.528079      7.00000
      11.5726    0.0718467     0.832902      7.00000
      11.5745    0.0783496     0.801735      7.00000
      11.5764    0.0833625     0.592631      7.00000
      11.5784    0.0852364     0.573062      7.00000
      11.5803    0.0838457     0.525622      7.00000
      11.5822    0.0779488     0.510906      7.00000
      11.5842    0.0728201     0.405586      7.00000
      11.5861    0.0673274     0.548842      7.00000
      11.5880    0.0635213     0.596882      7.00000
      11.5900    0.0612354     0.645957      7.00000
      11.5919    0.0610933     0.577872      7.00000
      11.5938    0.0615929     0.515776      7.00000
      11.5958    0.0642763     0.614578      7.00000
      11.5977    0.0671636     0.632338      7.00000
      11.5996    0.0672309     0.620507      7.00000
      11.6016    0.0663556     0.586381      7.00000
      11.6035    0.0639814     0.701928      7.00000
      11.6054    0.0624472     0.740609      7.00000
      11.6074    0.0576628     0.625788      7.00000
      11.6093    0.0538900     0.678751      7.00000
      11.6112    0.0507036     0.461479      7.00000
      11.6132    0.0503620     0.395668      7.00000
      11.6151    0.0499572     0.566595      7.00000
      11.6170    0.0509662     0.684624      7.00000
      11.6190    0.0510721     0.613590      7.00000
      11.6209    0.0516819     0.721190      7.00000
      11.6228    0.0517923     0.697549      7.00000
      11.6248    0.0527791     0.579538      7.00000
      11.6267    0.0530159     0.515336      7.00000
      11.6287    0.0558347     0.557784      7.00000
      11.6306    0.0549347     0.524615      7.00000
      11.6325    0.0513708     0.501770      7.00000
      11.6345    0.0452160     0.656157      7.00000
      11.6364    0.0429761     0.704731      7.00000
      11.6384    0.0415355     0.621459      7.00000
      11.6403    0.0424585     0.726626      7.00000
      11.6422    0.0457279     0.822209      7.00000
      11.6442    0.0502261     0.729685      7.00000
      11.6461    0.0533739     0.818482      7.00000
      11.6481    0.0540729     0.837205      7.00000
      11.6500    0.0540157     0.679176      7.00000
      11.6519    0.0492698     0.783001      7.00000
      11.6539    0.0430002     0.728325      7.00000
      11.6558    0.0345269     0.807508      7.00000
      11.6578    0.0296009     0.682521      7.00000
      11.6597    0.0254110     0.791994      7.00000
      11.6617    0.0267316     0.868130      7.00000
      11.6636    0.0316280     0.862606      7.00000
      11.6655    0.0360747     0.774044      7.00000
      11.6675    0.0397849     0.565647      7.00000
      11.6694    0.0410199     0.819438      7.00000
      11.6714    0.0395954     0.746224      7.00000
      11.6733    0.0366456     0.868679      7.00000
      11.6753    0.0344811     0.792823      7.00000
      11.6772    0.0317935     0.815739      7.00000
      11.6792    0.0274075     0.816614      7.00000
      11.6811    0.0258948     0.900223      7.00000
      11.6831    0.0253260     0.582636      7.00000
      11.6850    0.0272687     0.680481      7.00000
      11.6869    0.0283541     0.742427      7.00000
      11.6889    0.0324314     0.701797      7.00000
      11.6908    0.0335905     0.679834      7.00000
      11.6928    0.0340922     0.570830      7.00000
      11.6947    0.0337886     0.564795      7.00000
      11.6967    0.0347991     0.481195      7.00000
      11.6986    0.0370397     0.512553      7.00000
      11.7006    0.0386129     0.739141      7.00000
      11.7025    0.0387588     0.774600      7.00000
      11.7045    0.0369397     0.836926      7.00000
      11.7064    0.0356726     0.768188      7.00000
      11.7084    0.0333443     0.457013      7.00000
      11.7103    0.0304802     0.784393      7.00000
      11.7123    0.0250709      1.00333      7.00000
      11.7143    0.0199734     0.970426      7.00000
      11.7162    0.0153124      1.26276      7.00000
      11.7182    0.0137581     0.912793      7.00000
      11.7201    0.0147185     0.860057      7.00000
      11.7221    0.0151310     0.876524      7.00000
      11.7240    0.0161124     0.763911      7.00000
      11.7260    0.0160070     0.724500      7.00000
      11.7279    0.0117602     0.742967      7.00000
      11.7299   0.00782073     0.744092      7.00000
      11.7318   0.00220198     0.697066      7.00000
      11.7338  -0.00226891     0.732417      7.00000
      11.7357  -0.00779685     0.309424      7.00000
      11.7377  -0.00980387     0.410584      7.00000
      11.7397   -0.0109707     0.629639      7.00000
      11.7416  -0.00530027     0.612297      7.00000
      11.7436  8.28948e-05     0.814972      7.00000
      11.7455   0.00451466     0.763283      7.00000
      11.7475   0.00742554     0.779074      7.00000
      11.7494   0.00751057     0.687769      7.00000
      11.7514   0.00377240     0.680020      7.00000
      11.7534 -0.000349253     0.672717      7.00000
      11.7553  -0.00138502     0.562621      7.00000
      11.7573  0.000728668     0.634118      7.00000
      11.7592   0.00572738     0.691890      7.00000
      11.7612    0.0129318     0.626944      7.00000
      11.7632    0.0195185     0.407797      7.00000
      11.7651    0.0230083     0.510858      7.00000
      11.7671    0.0239018     0.563291      7.00000
      11.7690    0.0256438     0.678475      7.00000
      11.7710    0.0273047     0.621852      7.00000
      11.7730    0.0299097     0.578655      7.00000
      11.7749    0.0327809     0.520169      7.00000
      11.7769    0.0320827     0.391707      7.00000
      11.7789    0.0299611     0.560665      7.00000
      11.7808    0.0285533     0.469668      7.00000
      11.7828    0.0287424     0.521322      7.00000
      11.7847    0.0288601     0.498986      7.00000
      11.7867    0.0320840     0.532256      7.00000
      11.7887    0.0334077     0.577108      7.00000
      11.7906    0.0331621     0.523878      7.00000
      11.7926    0.0319819     0.597050      7.00000
      11.7946    0.0311354     0.550637      7.00000
      11.7965    0.0267512     0.542524      7.00000
      11.7985    0.0222754     0.540101      7.00000
      11.8005    0.0188806     0.800843      7.00000
      11.8024    0.0170312     0.869210      7.00000
      11.8044    0.0195066     0.912445      7.00000
      11.8064    0.0263017      1.09409      7.00000
      11.8083    0.0343949      1.04046      7.00000
      11.8103    0.0391710     0.819556      7.00000
      11.8123    0.0428916     0.806678      7.00000
      11.8142    0.0395400     0.897912      7.00000
      11.8162    0.0342333     0.926727      7.00000
      11.8182    0.0261480     0.982326      7.00000
      11.8202    0.0198198      1.04727      7.00000
      11.8221    0.0133087      1.00329      7.00000
      11.8241    0.0106306     0.803349      7.00000
      11.8261    0.0125470      1.08142      7.00000
      11.8280    0.0166044     0.946085      7.00000
      11.8300    0.0226583     0.995891      7.00000
      11.8320    0.0266132     0.863621      7.00000
      11.8340    0.0299580     0.792014      7.00000
