         478           4           3
Mon Jul 11 15:41:56 2005
classB_62.fits
    lambda (um)    Flux (Jy)   Sigma (Jy)    AOT ident.
      5.98865     0.161498      1.21189      6.00000
      5.99022     0.179218      1.25003      6.00000
      5.99147     0.183178      1.15362      6.00000
      5.99331     0.189361      1.51709      6.00000
      5.99467     0.201353      1.34873      6.00000
      5.99595     0.208540      1.43808      6.00000
      5.99777     0.218089      1.34570      6.00000
      5.99914     0.221088     0.939719      6.00000
      6.00043     0.215621     0.372587      6.00000
      6.00223     0.221179     0.785332      6.00000
      6.00352     0.225927     0.724234      6.00000
      6.00516     0.218478     0.684048      6.00000
      6.00671     0.228497      1.67836      6.00000
      6.00799     0.238496      1.18959      6.00000
      6.00992     0.222998     0.742357      6.00000
      6.01119     0.222535     0.809727      6.00000
      6.01245     0.223223     0.662532      6.00000
      6.01438     0.214640     0.799789      6.00000
      6.01566     0.224613      1.49691      6.00000
      6.01693     0.231059      1.03447      6.00000
      6.01885     0.223372      1.42445      6.00000
      6.02015     0.218207     0.887970      6.00000
      6.02167     0.223032      1.03079      6.00000
      6.02324     0.225363     0.937679      6.00000
      6.02461     0.226023     0.328355      6.00000
      6.02644     0.223676     0.337691      6.00000
      6.02772     0.217703     0.643044      6.00000
      6.02908     0.217906      1.27694      6.00000
      6.03093     0.217696      1.80061      6.00000
      6.03218     0.207256      1.34869      6.00000
      6.03348     0.200271     0.770766      6.00000
      6.03540     0.207850     0.943457      6.00000
      6.03667     0.212901     0.868767      6.00000
      6.03825     0.217346     0.468032      6.00000
      6.03989     0.212452     0.950198      6.00000
      6.04115     0.204392     0.839443      6.00000
      6.04276     0.194436      1.23388      6.00000
      6.04436     0.175919     0.944607      6.00000
      6.04564     0.178260     0.885829      6.00000
      6.04748     0.190004      1.09001      6.00000
      6.04884     0.189221      1.23906      6.00000
      6.05013     0.180544      1.14894      6.00000
      6.05195     0.168087     0.298764      6.00000
      6.05325     0.170575     0.171283      6.00000
      6.05489     0.170945     0.111740      6.00000
      6.05645     0.170305     0.140254      6.00000
      6.05773     0.167030     0.780824      6.00000
      6.05967     0.157176     0.855811      6.00000
      6.06093     0.158977     0.587692      6.00000
      6.06220     0.155664     0.421402      6.00000
      6.06414     0.146318     0.450601      6.00000
      6.06542     0.140852     0.440577      6.00000
      6.06699     0.129015      1.18386      6.00000
      6.06863     0.120646      1.37829      6.00000
      6.06992     0.134159     0.747045      6.00000
      6.07175     0.141816     0.259669      6.00000
      6.07304     0.137332     0.561807      6.00000
      6.07440     0.131533     0.512042      6.00000
      6.07625     0.127466     0.517132      6.00000
      6.07753     0.128836     0.455335      6.00000
      6.07918     0.128599     0.616477      6.00000
      6.08074     0.123672     0.539975      6.00000
      6.08201     0.121002      1.11630      6.00000
      6.08395     0.105066      1.60554      6.00000
      6.08524     0.112790     0.726200      6.00000
      6.08651     0.119158     0.637639      6.00000
      6.08844     0.118169     0.471342      6.00000
      6.08974     0.116368     0.576095      6.00000
      6.09130     0.105192     0.721800      6.00000
      6.09287    0.0854843      1.93463      6.00000
      6.09423    0.0906677      2.10243      6.00000
      6.09608     0.102870      1.23165      6.00000
      6.09737    0.0961948     0.656253      6.00000
      6.09897    0.0966071     0.120645      6.00000
      6.10058    0.0938306     0.326155      6.00000
      6.10185    0.0909740     0.224880      6.00000
      6.10351    0.0944431     0.410873      6.00000
      6.10508    0.0917726     0.722838      6.00000
      6.10636    0.0856538     0.494097      6.00000
      6.10829    0.0931692     0.605028      6.00000
      6.10959    0.0955582     0.685896      6.00000
      6.11114     0.102009     0.883392      6.00000
      6.11272     0.106726     0.883871      6.00000
      6.11408     0.108212     0.787822      6.00000
      6.11594     0.105561     0.519893      6.00000
      6.11723     0.107499     0.727633      6.00000
      6.11883     0.112414     0.572171      6.00000
      6.12045     0.117551      1.09343      6.00000
      6.12172     0.111442      1.75174      6.00000
      6.12337    0.0986442      2.47324      6.00000
      6.12494     0.107412      1.89381      6.00000
      6.12621     0.108427      1.20280      6.00000
      6.12816     0.120115     0.858589      6.00000
      6.12947     0.124322      1.24859      6.00000
      6.13103     0.115642      1.62581      6.00000
      6.13261     0.109542      1.00834      6.00000
      6.13396     0.112202     0.906709      6.00000
      6.13583     0.127013     0.513275      6.00000
      6.13712     0.137910     0.897429      6.00000
      6.13875     0.146561     0.436427      6.00000
      6.14034     0.142586     0.345714      6.00000
      6.14162     0.137730     0.301752      6.00000
      6.14356     0.140774      1.05131      6.00000
      6.14485     0.159014      1.69449      6.00000
      6.14641     0.173437     0.562486      6.00000
      6.14807     0.169801     0.901099      6.00000
      6.14937     0.175139      1.07490      6.00000
      6.15122     0.199620      1.87706      6.00000
      6.15252     0.203608      2.93607      6.00000
      6.15387     0.216768      2.76257      6.00000
      6.15574     0.249028      1.26896      6.00000
      6.15704     0.247284      1.79662      6.00000
      6.15869     0.254561      1.64897      6.00000
      6.16026     0.274399      1.39362      6.00000
      6.16154     0.279455     0.953571      6.00000
      6.16348     0.290599      2.10240      6.00000
      6.16478     0.319644      2.36498      6.00000
      6.16637     0.335049      1.73576      6.00000
      6.16800     0.354628      1.72554      6.00000
      6.16930     0.374046      1.80017      6.00000
      6.17116     0.393622      1.15047      6.00000
      6.17246     0.388988     0.610893      6.00000
      6.17411     0.402904      2.06462      6.00000
      6.17568     0.435832      1.41753      6.00000
      6.17698     0.456427      1.23193      6.00000
      6.17892     0.477732      1.51763      6.00000
      6.18021     0.493682      1.60219      6.00000
      6.18180     0.499624      1.48844      6.00000
      6.18343     0.501197      2.55035      6.00000
      6.18473     0.536022      3.50485      6.00000
      6.18661     0.572247      2.06696      6.00000
      6.18796     0.570766      2.39087      6.00000
      6.18956     0.592039      3.02341      6.00000
      6.19112     0.607906      1.83602      6.00000
      6.19271     0.597588      1.62697      6.00000
      6.19437     0.626518      3.12282      6.00000
      6.19565     0.658029      1.75481      6.00000
      6.19730     0.659141      1.44671      6.00000
      6.19890     0.665129      2.85005      6.00000
      6.20018     0.693389      2.07954      6.00000
      6.20207     0.693386      1.85201      6.00000
      6.20341     0.705416      3.24550      6.00000
      6.20502     0.754821      2.03334      6.00000
      6.20660     0.762108      2.46753      6.00000
      6.20820     0.749135      1.24924      6.00000
      6.20983     0.760419      1.41897      6.00000
      6.21112     0.771437      1.04737      6.00000
      6.21278     0.775276      1.34722      6.00000
      6.21436     0.783054      1.89073      6.00000
      6.21594     0.785563      1.61087      6.00000
      6.21759     0.797566      1.46602      6.00000
      6.21890     0.812645      1.30138      6.00000
      6.22077     0.809230      1.71390      6.00000
      6.22208     0.815471      1.62581      6.00000
      6.22372     0.825682      1.18213      6.00000
      6.22531     0.813518      2.09409      6.00000
      6.22661     0.820262      2.32888      6.00000
      6.22855     0.844888     0.965526      6.00000
      6.22984     0.848591      1.24506      6.00000
      6.23145     0.866680      1.76093      6.00000
      6.23308     0.867349      2.42171      6.00000
      6.23466     0.849280      1.33363      6.00000
      6.23627     0.858057      1.12825      6.00000
      6.23762     0.858249      1.83589      6.00000
      6.23951     0.879357      2.55782      6.00000
      6.24080     0.912568      2.32799      6.00000
      6.24242     0.915653      1.47118      6.00000
      6.24405     0.909921      1.70107      6.00000
      6.24535     0.932187      1.88823      6.00000
      6.24728     0.935245      1.08609      6.00000
      6.24859     0.937874     0.637040      6.00000
      6.25019     0.941983     0.901173      6.00000
      6.25178     0.928868      2.11256      6.00000
      6.25313     0.926994      2.23715      6.00000
      6.25502     0.973883      1.87871      6.00000
      6.25633     0.989225      1.07795      6.00000
      6.25799     0.981989     0.988603      6.00000
      6.25957     0.974988      1.08832      6.00000
      6.26116     0.969738      1.22418      6.00000
      6.26281     0.968398      1.65959      6.00000
      6.26411     0.980354      2.36231      6.00000
      6.26601      1.00000      1.46833      6.00000
      6.26735     0.989730      1.08937      6.00000
      6.26897     0.978732      1.25496      6.00000
      6.27055     0.974942      1.39875      6.00000
      6.27216     0.985550      1.04279      6.00000
      6.27380     0.993739     0.917601      6.00000
      6.27510     0.986058      1.38496      6.00000
      6.27704     0.955675      1.83861      6.00000
      6.27835     0.946992      1.96339      6.00000
      6.27995     0.955718      1.96886      6.00000
      6.28155     0.961349      1.53492      6.00000
      6.28317     0.961474     0.767973      6.00000
      6.28480     0.955187      1.39245      6.00000
      6.28610     0.932312      1.78736      6.00000
      6.28805     0.908746     0.978694      6.00000
      6.28935     0.914696     0.742330      6.00000
      6.29096     0.912557     0.741562      6.00000
      6.29259     0.906749      1.32882      6.00000
      6.29418     0.902243      1.41179      6.00000
      6.29581     0.890204      1.39877      6.00000
      6.29714     0.873641     0.965854      6.00000
      6.29906     0.870934      1.69754      6.00000
      6.30036     0.856791      2.75567      6.00000
      6.30199     0.814696      1.98660      6.00000
      6.30361     0.802206      1.39956      6.00000
      6.30519     0.809750      1.51769      6.00000
      6.30685     0.819080      1.44829      6.00000
      6.30817     0.810780     0.929851      6.00000
      6.31007     0.783153      1.46158      6.00000
      6.31138     0.772630      2.63891      6.00000
      6.31302     0.740656      2.81393      6.00000
      6.31463     0.732068      1.03544      6.00000
      6.31623     0.735204     0.775257      6.00000
      6.31788     0.729410     0.905558      6.00000
      6.31919     0.714531     0.897334      6.00000
      6.32110     0.689099      1.28027      6.00000
      6.32244     0.673691      1.18485      6.00000
      6.32406     0.676538      1.26798      6.00000
      6.32566     0.671278      1.21621      6.00000
      6.32729     0.655088     0.709397      6.00000
      6.32892     0.650719      1.01679      6.00000
      6.33022     0.637579      2.23442      6.00000
      6.33217     0.600826      2.56511      6.00000
      6.33348     0.601004      2.14779      6.00000
      6.33511     0.608246      1.76576      6.00000
      6.33673     0.611171      1.77116      6.00000
      6.33834     0.598737      2.43897      6.00000
      6.33995     0.572986      1.99560      6.00000
      6.34156     0.547180      1.94074      6.00000
      6.34321     0.546417     0.924278      6.00000
      6.34452     0.546958     0.297129      6.00000
      6.34646     0.546920     0.940283      6.00000
      6.34778     0.532314      1.51166      6.00000
      6.34940     0.518151     0.998969      6.00000
      6.35101     0.500903      2.40999      6.00000
      6.35264     0.481929      1.47280      6.00000
      6.35426     0.489355      1.27277      6.00000
      6.35585     0.482765      1.03493      6.00000
      6.35752     0.465427      1.07079      6.00000
      6.35883     0.463019      1.24119      6.00000
      6.36049     0.456790      1.17067      6.00000
      6.36209     0.443778     0.913548      6.00000
      6.36372     0.432129     0.998942      6.00000
      6.36533     0.414662      1.27575      6.00000
      6.36695     0.409084      1.02385      6.00000
      6.36859     0.421176     0.698825      6.00000
      6.37017     0.417867     0.969891      6.00000
      6.37184     0.405784      1.33010      6.00000
      6.37316     0.407633      1.44395      6.00000
      6.37509     0.388445      1.97677      6.00000
      6.37641     0.377388      1.54855      6.00000
      6.37807     0.383475      1.02739      6.00000
      6.37967     0.375117      1.26415      6.00000
      6.38127     0.370382     0.984425      6.00000
      6.38292     0.367793     0.793356      6.00000
      6.38451     0.371305      1.19762      6.00000
      6.38617     0.366315      1.40499      6.00000
      6.38749     0.356532      1.39121      6.00000
      6.38943     0.344564      1.07274      6.00000
      6.39074     0.336289      1.26231      6.00000
      6.39240     0.320794      1.15072      6.00000
      6.39400     0.325328      1.34184      6.00000
      6.39563     0.340873      1.05303      6.00000
      6.39726     0.330423      1.19915      6.00000
      6.39887     0.317268     0.519129      6.00000
      6.40052     0.308542     0.794733      6.00000
      6.40184     0.308908     0.720606      6.00000
      6.40378     0.308774     0.438844      6.00000
      6.40510     0.299779     0.785935      6.00000
      6.40676     0.299056     0.631694      6.00000
      6.40836     0.293182      1.39672      6.00000
      6.41000     0.268891      1.93203      6.00000
      6.41162     0.259553      1.81781      6.00000
      6.41325     0.278171      1.09972      6.00000
      6.41488     0.280779     0.535920      6.00000
      6.41649     0.277472     0.764331      6.00000
      6.41814     0.261828     0.982816      6.00000
      6.41974     0.256666     0.672884      6.00000
      6.42140     0.266631     0.628285      6.00000
      6.42296     0.274807      1.51315      6.00000
      6.42468     0.285928      2.03940      6.00000
      6.42597     0.268842      2.34496      6.00000
      6.42764     0.240279      1.19751      6.00000
      6.42925     0.233002     0.925550      6.00000
      6.43089     0.226469      1.22357      6.00000
      6.43252     0.236396      1.20887      6.00000
      6.43414     0.247146      1.00541      6.00000
      6.43578     0.234509      1.33534      6.00000
      6.43740     0.218615     0.769264      6.00000
      6.43905     0.220849     0.758552      6.00000
      6.44064     0.222310     0.546577      6.00000
      6.44232     0.219449     0.976658      6.00000
      6.44364     0.216232      1.12808      6.00000
      6.44531     0.207524     0.604458      6.00000
      6.44691     0.203339     0.699249      6.00000
      6.44856     0.204269     0.941388      6.00000
      6.45017     0.198698     0.748694      6.00000
      6.45182     0.198439     0.645035      6.00000
      6.45344     0.191435     0.954552      6.00000
      6.45508     0.181692     0.476163      6.00000
      6.45672     0.178556     0.362195      6.00000
      6.45833     0.186054     0.985889      6.00000
      6.45998     0.187006      1.89610      6.00000
      6.46160     0.181937      1.22921      6.00000
      6.46326     0.179703     0.740629      6.00000
      6.46485     0.166772     0.847083      6.00000
      6.46654     0.166365      1.06810      6.00000
      6.46785     0.181392      1.73786      6.00000
      6.46953     0.190652     0.904346      6.00000
      6.47113     0.189045      1.21899      6.00000
      6.47279     0.180729      1.53720      6.00000
      6.47440     0.173002      1.52557      6.00000
      6.47606     0.166070     0.944539      6.00000
      6.47767     0.169849      1.45112      6.00000
      6.47931     0.170121      1.13130      6.00000
      6.48096     0.163836     0.973811      6.00000
      6.48258     0.156411      1.16329      6.00000
      6.48422     0.164266      1.36950      6.00000
      6.48585     0.171713     0.900133      6.00000
      6.48750     0.160215     0.626773      6.00000
      6.48911     0.155558     0.737223      6.00000
      6.49079     0.144349     0.953065      6.00000
      6.49238     0.143832     0.923057      6.00000
      6.49405     0.151044     0.727742      6.00000
      6.49539     0.156025     0.463103      6.00000
      6.49734     0.151224     0.438952      6.00000
      6.49865     0.144713      1.10455      6.00000
      6.50034     0.139088      1.88609      6.00000
      6.50194     0.147434      1.25570      6.00000
      6.50360     0.146589     0.604025      6.00000
      6.50523     0.157219      1.21571      6.00000
      6.50688     0.155220      1.36711      6.00000
      6.50849     0.144710     0.893390      6.00000
      6.51015     0.140816     0.519067      6.00000
      6.51178     0.140005     0.823462      6.00000
      6.51342     0.143549      1.02091      6.00000
      6.51507     0.140392     0.738452      6.00000
      6.51670     0.143845     0.716344      6.00000
      6.51834     0.145159     0.892677      6.00000
      6.51998     0.141630      1.07553      6.00000
      6.52163     0.135340     0.819855      6.00000
      6.52325     0.142002     0.560270      6.00000
      6.52492     0.146899     0.560196      6.00000
      6.52653     0.149026     0.767276      6.00000
      6.52819     0.142944      1.20132      6.00000
      6.52981     0.137394      1.38067      6.00000
      6.53149     0.132099      1.24841      6.00000
      6.53309     0.140066     0.778818      6.00000
      6.53478     0.155209      1.42143      6.00000
      6.53611     0.151397      1.36525      6.00000
      6.53804     0.130590     0.383482      6.00000
      6.53938     0.126618     0.628551      6.00000
      6.54107     0.119213     0.594914      6.00000
      6.54267     0.122413     0.661915      6.00000
      6.54436     0.131688     0.702055      6.00000
      6.54598     0.125687     0.706257      6.00000
      6.54764     0.124174     0.959687      6.00000
      6.54925     0.128976     0.808034      6.00000
      6.55093     0.125858     0.512152      6.00000
      6.55254     0.126650     0.573977      6.00000
      6.55421     0.126172     0.550548      6.00000
      6.55585     0.120375     0.689335      6.00000
      6.55749     0.125250     0.633748      6.00000
      6.55912     0.133457     0.733101      6.00000
      6.56079     0.132293     0.682155      6.00000
      6.56241     0.132834     0.424399      6.00000
      6.56407     0.125598     0.802828      6.00000
      6.56573     0.119461      1.12191      6.00000
      6.56736     0.129990      1.31219      6.00000
      6.56899     0.124302      1.10307      6.00000
      6.57066     0.124570     0.630937      6.00000
      6.57229     0.125601     0.674235      6.00000
      6.57395     0.124994     0.557061      6.00000
      6.57561     0.123041     0.722304      6.00000
      6.57724     0.116532     0.678946      6.00000
      6.57887     0.109174     0.804623      6.00000
      6.58053     0.114537     0.896129      6.00000
      6.58218     0.123596     0.557520      6.00000
      6.58383     0.131827     0.755270      6.00000
      6.58550     0.126751      1.20316      6.00000
      6.58712     0.116817      1.05887      6.00000
      6.58876     0.121151      1.10947      6.00000
      6.59042     0.110289      1.00694      6.00000
      6.59207     0.111022     0.621706      6.00000
      6.59371     0.114427     0.647855      6.00000
      6.59539     0.104638     0.678372      6.00000
      6.59701     0.109220     0.865455      6.00000
      6.59866     0.114432     0.784586      6.00000
      6.60032     0.113570     0.916196      6.00000
      6.60196     0.122164     0.829641      6.00000
      6.60361     0.112852     0.802824      6.00000
      6.60529     0.112132     0.670062      6.00000
      6.60691     0.122372     0.702604      6.00000
      6.60856     0.114223      1.49730      6.00000
      6.61022     0.119279      2.02662      6.00000
      6.61187     0.126820      1.94078      6.00000
      6.61352     0.110303     0.945910      6.00000
      6.61520     0.107971      1.01022      6.00000
      6.61649     0.117004      1.29599      6.00000
      6.61834     0.110358      1.19653      6.00000
      6.62032     0.107605     0.796448      6.00000
      6.62177     0.113721     0.992745      6.00000
      6.62343     0.124197     0.669628      6.00000
      6.62511     0.116357     0.951696      6.00000
      6.62674     0.102745     0.754440      6.00000
      6.62838     0.109948      1.29842      6.00000
      6.63005     0.108198     0.822165      6.00000
      6.63169    0.0968474     0.626758      6.00000
      6.63336     0.105042      1.19850      6.00000
      6.63503     0.101074      1.60842      6.00000
      6.63666    0.0900042     0.861440      6.00000
      6.63829    0.0975488     0.853308      6.00000
      6.63998    0.0969910      1.11872      6.00000
      6.64161     0.103525      1.16968      6.00000
      6.64329     0.105186     0.903774      6.00000
      6.64495    0.0972322     0.834259      6.00000
      6.64660     0.100279     0.883319      6.00000
      6.64822    0.0997757     0.711044      6.00000
