,Mean,SigmaMin,SigmaPlus
0,0.24879330602263738,0.0009562453786201852,0.0009401569769667273
1,1381.6318244841393,14.292187589277319,14.505960105912663
2,-1.228518692286624,0.48676336798884656,0.4907247951836803
3,0.4850407392215743,0.015238476901429154,0.015094256849100152
4,106.32222413297175,4.7076626454547466,4.684643981413501
5,1194.80423329136,4.121930719457623,4.06391057066071
6,-0.6929933829215442,0.011712017725798107,0.011509655491725224
7,161.7405933068848,10.580311511151251,10.525269831751984
8,1028.2759561772034,123.32242759257429,119.50283620121718
9,-0.38266606803608383,0.02268221209743909,0.02280606793526413
10,1.5858549382247127,0.4640192025548071,0.4677196793258471
11,0.016479600531999202,0.012547289540560719,0.012974916382046724
12,0.041592061834566436,0.020383954875994408,0.020831495937418634
13,1.130861361961498,0.24359851281883993,0.24113180307551252
14,0.021241727193377018,0.014127726235776175,0.013824661807153776
15,0.03467088210788698,0.014221812969393191,0.013889383597279766
16,0.1318690463106265,0.02515307325086498,0.024264629550181688
17,0.002793736007209588,0.00213363246921246,0.0021999175954199343
18,0.27325847860284325,0.07032682208593347,0.06992043625644456
19,0.07693613614491027,0.007019494508591448,0.007109371929652358
20,0.10358474567876375,0.03864213694856379,0.03860083237893197
21,0.046573292666489415,0.01044600504557474,0.010491552165748916
22,0.005949721283800175,0.004682664474541741,0.0048600842446804805
